resolver_key	row_kind	route_order	source	subject	claim	semantic_status	measurement_label	method	control	runtime_open_status	runtime_bind_status	runtime_pixels_status	source_file	source_size	source_sha256	evidence_locator	span_start	span_end	file_offset_start	file_offset_end	span_sha256	support_spans	reference_artifact	reference_sha256	reference_keys	query_original_leaf	query_packaged_leaf	query_alternate_leaf	exact_original_match_count	casefold_original_match_count	exact_packaged_match_count	casefold_packaged_match_count	casefold_alternate_match_count	matched_path	decoded_size	decoded_sha256	decoded_header_sha256	decoded_structure	claim_sha256	evidence_key	blocker	required_next_evidence	nonclaim	artifact_pair_sha256
61c6bded77fce9d2c10fc34c83404cb138b5d3f8024bcec4a78eef684e5f998e	IMAGE_READER_REGISTRY	100	IMAGE	image-converter header/type dispatch	A second converter path repeats extension filtering and open, then calls accepted-reader virtual +0x0C for header/type parsing.	PROVEN_EXACT_STATIC_CONDITIONAL	MEASURED	STATIC_IMAGE_HASHED_SPAN_VIRTUAL_DISPATCH_AND_CALL_ASSERTIONS	PINNED_IMAGE_SIZE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256;OPEN_DISPATCH_AND_VIRTUAL_SLOT_ASSERTIONS;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	reader filter/open/virtual +0x0C dispatch	0x00925B70	0x00925CB2	0x00524F70	0x005250B2	828fd505a45432950db14a0e603042b47611a7eb97bae6808019ac9f4c1b93cc																		3dc37b4d48ca9f49c29c5360b2473f6d1e0adf5dd6183d21b74b3b2982b896b8	972a93033689b458ba945f6b9ec13d3e2d9b42b137c334d5e2cb0fb84b297a03	Reader identity, input stream, parse return, and later consumer are runtime facts.	Runtime virtual target and return value for the concrete quest stream.	This row proves dispatch structure, not a successful parse of any selected asset.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
9e78626532e4c6612a9777daa2863a66f5780020df239d061fc2113fefeab8d9	IMAGE_READER_REGISTRY	110	IMAGE	image-converter decode dispatch	A third converter path repeats extension filtering and open, then calls accepted-reader virtual +0x08 and returns its decoded object when nonzero.	PROVEN_EXACT_STATIC_CONDITIONAL	MEASURED	STATIC_IMAGE_HASHED_SPAN_VIRTUAL_DISPATCH_AND_CALL_ASSERTIONS	PINNED_IMAGE_SIZE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256;OPEN_DISPATCH_AND_VIRTUAL_SLOT_ASSERTIONS;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	reader filter/open/virtual +0x08 dispatch	0x00925CC0	0x00925DBE	0x005250C0	0x005251BE	25a68df79062f68ab5543e5f1f6afddd7027c114e916a0ee29a5de9f879f0966																		a004f5d604208c538b99d37dc0546a8e886c1f564346cbb43c425f8b506c15e9	5bd5ea6f8b29561db16c45f7e9472fc5676835369dd67027af9832d3ef71b74b	Reader identity, decode return, and object lifetime are runtime facts.	Runtime virtual target, decoded-object identity, and return value for each selected quest stream.	No asset-specific decode success or pixel value is claimed.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
1d54da61ed2db69a88207248f83101fa9501edd0d61db243b59bc7efe8717b05	IMAGE_TGA_READER	120	IMAGE	TGA reader registration	The image-converter constructor allocates a 0xB0-byte reader, calls constructor 0x0092B380, and inserts the resulting reader into its linked reader list.	PROVEN_EXACT_STATIC_CONDITIONAL	MEASURED	STATIC_IMAGE_HASHED_SPAN_VTABLE_LITERAL_AND_CONTROL_FLOW_ASSERTIONS	PINNED_IMAGE_SIZE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256;TGA_LITERAL_VTABLE_AND_DIRECT_CALL_ASSERTIONS;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	TGA allocation/constructor/list insertion subspan	0x00929EB5	0x00929EFF	0x005292B5	0x005292FF	ee1aaa27f16b1542c26c27dcab5c69f2d7c6eda14a070d38b4c8d1f47adcb0ee	tga_ctor=0x0092B380..0x0092B44C@file_off=0x0052A780..0x0052A84C@sha256=096bb59aeb290a4ab93bbc79dbe59058fc0ac476b7a49a13a1ec15263beb3c33;tga_vtable=0x00F724F4..0x00F72504@file_off=0x00B708F4..0x00B70904@sha256=595f58fb45ebc0af44132cc3b9d9118987b9649c494378ee59fec8c55a99d51e																	55de551d794d41fff9f8b2f6d7ceedb20d9052e82e097e48c62328ed95ecabc4	a328f7f77bac3434d4e82fefed07b7dd6489fb8062a349199f24de43d2e6abbf	Runtime construction of the relevant converter instance is unobserved.	Runtime converter construction and reader-node census.	Registration in constructor code does not prove that the constructor ran in the observed session.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
1bab065d06edde2b45d4252880e5a84a941d23406ff79fe89970b55dd72be829	IMAGE_TGA_READER	130	IMAGE	TGA reader vtable 0x00F724F4	The four-entry vtable is destructor 0x0092B450, extension filter 0x0092B340, decode 0x0092BC60, and header/type parser 0x0092B880.	PROVEN_EXACT	MEASURED	STATIC_IMAGE_HASHED_SPAN_VTABLE_LITERAL_AND_CONTROL_FLOW_ASSERTIONS	PINNED_IMAGE_SIZE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256;TGA_LITERAL_VTABLE_AND_DIRECT_CALL_ASSERTIONS;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	four pointer entries	0x00F724F4	0x00F72504	0x00B708F4	0x00B70904	595f58fb45ebc0af44132cc3b9d9118987b9649c494378ee59fec8c55a99d51e	tga_filter=0x0092B340..0x0092B373@file_off=0x0052A740..0x0052A773@sha256=f9bcac6f52c338a1744110fa382b03e84ec3add6f01db69e4410264b26594f0e;tga_decode=0x0092BC60..0x0092BF18@file_off=0x0052B060..0x0052B318@sha256=8b00697b694805bd50dcaabb25664bfd236e0e2dea17501811d0e8f0b671221d;tga_header=0x0092B880..0x0092BBFA@file_off=0x0052AC80..0x0052AFFA@sha256=6976c7db7a69bf45665d28ef1d7011d9391eb35103cbc15d9d7888f678caad0f																	581947ab6f4e35033c6aba520363540670723bc1b0f55114b872333dba0b185b	9da9aebf02289057f612131dd15654ef2f7c01b134fde33fac6c59cd221fe99e	None for the static vtable identity; invocation remains runtime-open.	Runtime virtual-target trace for asset-specific selection.	The vtable does not itself prove any asset was decoded.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
4f46dbbd51d93b8bec15ef92a18f1a8f5c436d628fa584b09732de9d1e7812fc	IMAGE_TGA_READER	140	IMAGE	TGA extension filter 0x0092B340	The reader returns accepted for `.tga` or `.targa` according to comparison helper 0x00793EE0 and rejects other extensions.	PROVEN_EXACT_STATIC_CONDITIONAL	MEASURED	STATIC_IMAGE_HASHED_SPAN_VTABLE_LITERAL_AND_CONTROL_FLOW_ASSERTIONS	PINNED_IMAGE_SIZE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256;TGA_LITERAL_VTABLE_AND_DIRECT_CALL_ASSERTIONS;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	two extension comparisons and boolean return	0x0092B340	0x0092B373	0x0052A740	0x0052A773	f9bcac6f52c338a1744110fa382b03e84ec3add6f01db69e4410264b26594f0e																		ba7efee7bccf6a654506ea3fcc41050149c7056916ce27377ffdd53c3b2fe4a5	b73c41b8e871bf72ed664f7fd9f8e01da7308705c7272d3e28dab857c2af8833	The helper's full locale/case contract and the runtime extension argument are not independently observed here.	Runtime extension argument and filter return, or a separately pinned proof of helper semantics.	This row does not promote the filter helper to a broader filesystem case rule.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
05c29bff1d8935678a46d1b750b48d347b3f8e854c674c709454b7ddd8963a62	IMAGE_TGA_READER	150	IMAGE	TGA header/type parser 0x0092B880	The TGA parser reads and validates header/type/depth/palette/orientation state and selects unpack paths before returning a parse result.	PROVEN_EXACT_STATIC_CONDITIONAL	MEASURED	STATIC_IMAGE_HASHED_SPAN_VTABLE_LITERAL_AND_CONTROL_FLOW_ASSERTIONS	PINNED_IMAGE_SIZE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256;TGA_LITERAL_VTABLE_AND_DIRECT_CALL_ASSERTIONS;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	TGA header parser control flow	0x0092B880	0x0092BBFA	0x0052AC80	0x0052AFFA	6976c7db7a69bf45665d28ef1d7011d9391eb35103cbc15d9d7888f678caad0f																		834e6fd8e5b48413329d894b6edbe1ece39996e302fc495ff0263932088300d9	3413a0960052652af22623e09cd1e7a03df3c5d7ab5182700b9e5bdf036f5b54	No selected quest stream or runtime parse result is observed.	Runtime parser entry/return tied to the concrete opened path.	No DATA header or pixel fact is imported into this IMAGE row.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
67aedc7136f63b9828497d193ae827efa8e71d53bb2ddf8aad026d02f511b9ec	IMAGE_TGA_READER	160	IMAGE	TGA decoder 0x0092BC60	The TGA decoder allocates image storage and dispatches row decoding according to parsed TGA state.	PROVEN_EXACT_STATIC_CONDITIONAL	MEASURED	STATIC_IMAGE_HASHED_SPAN_VTABLE_LITERAL_AND_CONTROL_FLOW_ASSERTIONS	PINNED_IMAGE_SIZE_SHA256;EXACT_PRIMARY_AND_SUPPORT_SPAN_SHA256;TGA_LITERAL_VTABLE_AND_DIRECT_CALL_ASSERTIONS;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	TGA allocation and row-decode control flow	0x0092BC60	0x0092BF18	0x0052B060	0x0052B318	8b00697b694805bd50dcaabb25664bfd236e0e2dea17501811d0e8f0b671221d																		60709d391e846ed712d014dbe139a4ab2f7f241de89972974323fb2a36b67652	b82a0f329e5f79f68dc5c74757f3d2f90822aa6fbbdac47fea87d04471c5fbed	No selected quest stream, decoder return, upload, or presentation is observed.	Runtime decoder return plus downstream texture/upload identity.	No proprietary pixel bytes or visible meaning are emitted.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
de7ea126222ed99977234d46427cc71f36de94892b4d52d4a48ed82e978913e6	REFERENCE_ONLY	170	IMAGE	QuestIconBoard shared texture binder	The board's shared manager-result-to-texture-binding lane is imported from the selector artifact support span rather than duplicated.	REFERENCE_ONLY	REFERENCE	PINNED_REFERENCE_ARTIFACT_SIZE_SHA256_AND_EXACT_KEY_JOIN	REFERENCE_SIZE_SHA256_PIN;REFERENCE_KEY_EXISTENCE;NO_LOCAL_PRIMARY_EVIDENCE;NO_CLAIM_REISSUE;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	QuestIconBoard_texture_binder support key							PF_ATTR_QUEST_MARK_SELECTOR.tsv	3218d619a400dfcab52416489dcf8e6b85e6cbfd5a8bbd14d6ccad39dbfb9bf0	88255f4f1c9a1359a4c7bffd2041300066bde82e83160b235ba4f25e79f116e9														5b22c5cba4cc2f5760eb83f549fa82e8b8653aca2c73a56c1fb4734ec534cb11	fca116acb9a29c5eb09eba433726b137d3754a2437ad5087e47dff39c2725572	Manager return, bind result, and visible presentation are not observed at runtime.	Runtime trace from the selector call through manager return and binder sink.	Static binder reachability does not prove a nonnull texture or on-screen pixels.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
79839063b5f2dad4f09c2c9022857ca6842763281547d762147f6939ccbb77cb	IMAGE_ROUTE_BOUND	180	IMAGE	quest-mark resource route static ceiling	IMAGE proves the selector-to-manager call, exact `.tga` final-character rewrite and transformed-first/original fallback mechanisms, resource-loader/generic-image entry, registered TGA filter/header/decode machinery, and shared binder availability; the asset-specific runtime bridge across those conditional components remains open.	BOUNDED_OPEN_RUNTIME	COMPOSED_BOUND	IMAGE_ONLY_COMPOSITION_OF_HASHED_LOCAL_ROWS_AND_PINNED_REFERENCE_KEYS	SINGLE_SOURCE_IMAGE;ALL_COMPONENT_KEYS_RESOLVE;NO_DATA_FIELDS;NO_RUNTIME_PROMOTION;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	aggregate of local IMAGE rows and pinned reference keys							PF_ATTR_QUEST_MARK_SELECTOR.tsv;PF_GROUND_DROP_LIFETIME.tsv	3218d619a400dfcab52416489dcf8e6b85e6cbfd5a8bbd14d6ccad39dbfb9bf0;b1703a7f31c42ddebf9702d12a7942577407fc320a9c2ad8411a08f3f017e710	5464435ef50cdb99c6bdae1894455461970957c2294f7d1b23e7f12b1ab11439;9eefcfa3f4c47b1c8aec68e788ec30b3e71cb7547953e905f602125738b74ea3;8e0a307d7d14bbd2a66916938320d9e2b4ed96d57e81e538a723137268663ede;ce7016e63d533dd7ac87809df14e1cc8aa2e727178b8c1f6180e970551d83b13;a23f05a8298f622f2942b57f14d26f8ed8c6e61af066157b0f6b538415edf43e;68c906aabaca780c17e7d796e56d965ad34a2c09debbc5cd53d38a6bbf9cea05;719515671edf8347af6ced4ca86a7ec94c9aa29ef0f502fa4d8a609507023bd2;2e2a66518ed5fab2335da6e58e8e98b361edbc21610d05336816c76e080e1e4a;GDL-IMG-018;8397845c5926ffec7261a4f40c40a77d8699d001e45299a64f188681fd9ab989;GDL-IMG-019;81179e8b43544e4ea785214563ee11c071d4d4c7c0d4b0607dd2bd387e081247;88255f4f1c9a1359a4c7bffd2041300066bde82e83160b235ba4f25e79f116e9														e008cd17cf17fa39098569ca87dec2cd0d1e91109e11f4795bb095fe918866c4	61bc66cffd15153fb46d5b9f8d096862d898aef76d5413034481c0771cafe99c	No source-separated runtime observation proves concrete open, reader selection, decode success, texture bind, or pixels for any of the eight selectors.	Per-selector runtime trace: formatted path, rewritten/opened path, callback result, reader vtable, decode result, texture identity, binder result, and client-visible presentation.	This aggregate is IMAGE-only; DATA filename matches are composed only in the Markdown and do not elevate runtime status.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
929b243259972e475b2e436e4e97cf1c19416d90b60521e398c05694a3c34030	IMAGE_STRING_CENSUS	190	IMAGE	exact UTF-16 quest_splend.tga string census	The complete pinned image contains zero exact UTF-16 occurrences of both `quest_splend.tga` and `%squest_splend.tga`.	PROVEN_EXACT_BOUNDED_CENSUS	MEASURED	WHOLE_PINNED_IMAGE_EXACT_UTF16LE_LITERAL_CENSUS	PINNED_IMAGE_SIZE_SHA256;FIXED_QUERY_SET;EXACT_ZERO_COUNT_ASSERTIONS;DYNAMIC_CONSTRUCTION_NONCLAIM;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	whole pinned image exact UTF-16 byte-string census																							58c67addbd6a168638addb85710b83b09f745f0a784974b6485e4db28d555fb1	e7a733f12aacadd564d38b9d847d659e5f3f67d91482dedacd65971b7b2a29c0	Absence of a literal does not exclude dynamic construction or a nonliteral reference.	Producer/consumer proof if a dynamic splend route is suspected.	This census does not prove the double-extension DATA asset is unreachable by every possible runtime path.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
eb545b864f5de7cd85611febc984266eae20ade7495d2d5937cefef867217067	DATA_FILENAME_CENSUS	201	DATA	selector-1 filename candidate	In Data/GUI/Main, the loose `Quest_begin.tga` name has zero exact and casefold matches; the replacement candidate `Quest_begin.tg_` has 0 exact-case match and one casefold match, uniquely `quest_begin.tg_`.	PROVEN_EXACT_DATA_CENSUS	MEASURED	IMMEDIATE_DIRECTORY_EXACT_AND_CASEFOLD_FILENAME_CENSUS_WITH_PINNED_FILE_HASH	PINNED_DATA_FILE_SIZE_SHA256;FIXED_ORIGINAL_AND_REPLACEMENT_QUERIES;EXACT_AND_CASEFOLD_COUNT_ASSERTIONS;IN_MEMORY_PCZ_TGA_STRUCTURE_GUARD;NO_PIXEL_OUTPUT;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/Data/GUI/Main/quest_begin.tg_	5370	459d1b04e53c09d8dd485440ad54dab5f8c5cac2b5dc1483125414cf3d816ae6	Data/GUI/Main immediate-file filename census plus pinned file hash							PF_ATTR_DATA_BINDINGS.tsv	67e7550a09b00a5243f4c084ff486d29e420c6d0687704a092f157dbce219cb2	cafb2520283d0f126467616fa6c825bb7c01c4644fbd66a894e73e4088b6fcff;cd368d14728b0a12064285591c843aa29118ea2694cd6c930939125d62a3eaec	Quest_begin.tga	Quest_begin.tg_		0	0	0	1		PF_ROOT://GameClient/Data/GUI/Main/quest_begin.tg_					919c305dc6fedb46a209bf558a3b476b31c7e57066677a0b65e04f569b66d1f7	1c732b686818082e86b8fe6aa9d02f64557cf825025d77bb8428e20b7265cc6d	DATA filenames alone do not prove the IMAGE rewrite ran, Windows lookup accepted case differences, or the file opened/decoded/bound at runtime.	Source-separated runtime resolver/open/decode/bind trace.	Existing decoded pixel/shape claims stay owned by PF_ATTR_DATA_BINDINGS and are not copied here.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
2a285916a2527036251cec952274078441b27c34fe37d53a3758bfe51066cf74	DATA_FILENAME_CENSUS	202	DATA	selector-2 filename candidate	In Data/GUI/Main, the loose `quest_again.tga` name has zero exact and casefold matches; the replacement candidate `quest_again.tg_` has 1 exact-case match and one casefold match, uniquely `quest_again.tg_`.	PROVEN_EXACT_DATA_CENSUS	MEASURED	IMMEDIATE_DIRECTORY_EXACT_AND_CASEFOLD_FILENAME_CENSUS_WITH_PINNED_FILE_HASH	PINNED_DATA_FILE_SIZE_SHA256;FIXED_ORIGINAL_AND_REPLACEMENT_QUERIES;EXACT_AND_CASEFOLD_COUNT_ASSERTIONS;IN_MEMORY_PCZ_TGA_STRUCTURE_GUARD;NO_PIXEL_OUTPUT;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/Data/GUI/Main/quest_again.tg_	5465	ef2b10104a37eb1c0667a156d97dab63432b92615e4a70071a612dafc6a9aeb8	Data/GUI/Main immediate-file filename census plus pinned file hash							PF_ATTR_DATA_BINDINGS.tsv	67e7550a09b00a5243f4c084ff486d29e420c6d0687704a092f157dbce219cb2	824e85b3e9bd48f38cf270935e6bc856e3f4ecc8ebf21b645f8e8edd900676a4;f6e3af9662ec8ab3d95aeaad1f3bee86fce53f567a7dc1d633ebb7a95e28cfa3	quest_again.tga	quest_again.tg_		0	0	1	1		PF_ROOT://GameClient/Data/GUI/Main/quest_again.tg_					84b867d0b8ff1f09554ae5762f107b7a2affae43e4e70c14ee16c21c9c4a2d59	4e4945731c2a88680b39a82a11880347edcb2e587e70763353a7c9edb0591b59	DATA filenames alone do not prove the IMAGE rewrite ran, Windows lookup accepted case differences, or the file opened/decoded/bound at runtime.	Source-separated runtime resolver/open/decode/bind trace.	Existing decoded pixel/shape claims stay owned by PF_ATTR_DATA_BINDINGS and are not copied here.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
02f63349fa81361a0c78d54e7dd119511af9c1624ce682d33e579d2596bb872a	DATA_FILENAME_CENSUS	203	DATA	selector-3 filename candidate	In Data/GUI/Main, the loose `Quest_end.tga` name has zero exact and casefold matches; the replacement candidate `Quest_end.tg_` has 0 exact-case match and one casefold match, uniquely `quest_end.tg_`.	PROVEN_EXACT_DATA_CENSUS	MEASURED	IMMEDIATE_DIRECTORY_EXACT_AND_CASEFOLD_FILENAME_CENSUS_WITH_PINNED_FILE_HASH	PINNED_DATA_FILE_SIZE_SHA256;FIXED_ORIGINAL_AND_REPLACEMENT_QUERIES;EXACT_AND_CASEFOLD_COUNT_ASSERTIONS;IN_MEMORY_PCZ_TGA_STRUCTURE_GUARD;NO_PIXEL_OUTPUT;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/Data/GUI/Main/quest_end.tg_	5479	68e2bc42b8428ad9d48279c7265d84ac75e30adddc585efe046136fda1b318f1	Data/GUI/Main immediate-file filename census plus pinned file hash							PF_ATTR_DATA_BINDINGS.tsv	67e7550a09b00a5243f4c084ff486d29e420c6d0687704a092f157dbce219cb2	13f10092531071176183fae1b48179fa75de20b677bacd58eba307b0ddce6be5;76e8a7f4285b46c5cc8960d0d884938f8a60cbc1f22d36e972e72929f333c2bd	Quest_end.tga	Quest_end.tg_		0	0	0	1		PF_ROOT://GameClient/Data/GUI/Main/quest_end.tg_					2f7a93cd7c7b4b917d5ec932167258cdb7e17392df38a0c7e9a69129f5c65ecd	714afdbb5b142a164f6d4d932ce750e1b863de455f66d7d0b3770c640dc26fb8	DATA filenames alone do not prove the IMAGE rewrite ran, Windows lookup accepted case differences, or the file opened/decoded/bound at runtime.	Source-separated runtime resolver/open/decode/bind trace.	Existing decoded pixel/shape claims stay owned by PF_ATTR_DATA_BINDINGS and are not copied here.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
0a6cb3cffe8be1cd6023ee204cbe0cab7ab7141941102184532eb575cbf88eb0	DATA_FILENAME_CENSUS	204	DATA	selector-4 filename candidate	In Data/GUI/Main, the loose `quest_againend.tga` name has zero exact and casefold matches; the replacement candidate `quest_againend.tg_` has 1 exact-case match and one casefold match, uniquely `quest_againend.tg_`.	PROVEN_EXACT_DATA_CENSUS	MEASURED	IMMEDIATE_DIRECTORY_EXACT_AND_CASEFOLD_FILENAME_CENSUS_WITH_PINNED_FILE_HASH	PINNED_DATA_FILE_SIZE_SHA256;FIXED_ORIGINAL_AND_REPLACEMENT_QUERIES;EXACT_AND_CASEFOLD_COUNT_ASSERTIONS;IN_MEMORY_PCZ_TGA_STRUCTURE_GUARD;NO_PIXEL_OUTPUT;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/Data/GUI/Main/quest_againend.tg_	5694	81f6e68a284c5798512a29abf70efabcfefe9f50773b61aef13fb7956519f30b	Data/GUI/Main immediate-file filename census plus pinned file hash							PF_ATTR_DATA_BINDINGS.tsv	67e7550a09b00a5243f4c084ff486d29e420c6d0687704a092f157dbce219cb2	373c936c3c81fced05eb54cd79b35dbfb5e56f26e5020e9adeac0f9192bf25d4;0655794f9ee830ba4558322b8dee262ed840f512b7de45bbebf6a8ad3178ba03	quest_againend.tga	quest_againend.tg_		0	0	1	1		PF_ROOT://GameClient/Data/GUI/Main/quest_againend.tg_					3cc8a4fb0874d84c80d1cf6d33de5c61edacc8dfca71775a082145417cfc48f3	15826bbcf8cee529ff030cc9c110cdfc87660bfaefec37034ba3d4d005b62c21	DATA filenames alone do not prove the IMAGE rewrite ran, Windows lookup accepted case differences, or the file opened/decoded/bound at runtime.	Source-separated runtime resolver/open/decode/bind trace.	Existing decoded pixel/shape claims stay owned by PF_ATTR_DATA_BINDINGS and are not copied here.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
e6ea2a2540ed4d7b0b744670703244fe48b8cec99ce30b45ae79df3cff8aa4bc	DATA_FILENAME_CENSUS	205	DATA	selector-5 filename candidate	In Data/GUI/Main, the loose `Quest_ing.tga` name has zero exact and casefold matches; the replacement candidate `Quest_ing.tg_` has 0 exact-case match and one casefold match, uniquely `quest_ing.tg_`.	PROVEN_EXACT_DATA_CENSUS	MEASURED	IMMEDIATE_DIRECTORY_EXACT_AND_CASEFOLD_FILENAME_CENSUS_WITH_PINNED_FILE_HASH	PINNED_DATA_FILE_SIZE_SHA256;FIXED_ORIGINAL_AND_REPLACEMENT_QUERIES;EXACT_AND_CASEFOLD_COUNT_ASSERTIONS;IN_MEMORY_PCZ_TGA_STRUCTURE_GUARD;NO_PIXEL_OUTPUT;RUNTIME_OPEN_BIND_PIXELS_OPEN	OPEN	OPEN	OPEN	PF_ROOT://GameClient/Data/GUI/Main/quest_ing.tg_	3002	a9bacc11c967bb2aa764a5772884c96180281d00f7f98c1577ba5d80731603e0	Data/GUI/Main immediate-file filename census plus pinned file hash							PF_ATTR_DATA_BINDINGS.tsv	67e7550a09b00a5243f4c084ff486d29e420c6d0687704a092f157dbce219cb2	42144a1519d1ec4a47d7770616df066321c21445f2ca5cdbd9ef495732e8cc7d;593b96f37bc9a04ce1252d0b46b29a3e75c0c331ac7960f614eb7000c8d2dbc5	Quest_ing.tga	Quest_ing.tg_		0	0	0	1		PF_ROOT://GameClient/Data/GUI/Main/quest_ing.tg_					dd8a70fbd2bb662195ba412c2365f61fe92af40b41ed0937a31727e4b249ba97	c3cbbf4b8cc5dc7af626603b4bdab4e99eedb0d819990e2c75a3ea54f4ada9f5	DATA filenames alone do not prove the IMAGE rewrite ran, Windows lookup accepted case differences, or the file opened/decoded/bound at runtime.	Source-separated runtime resolver/open/decode/bind trace.	Existing decoded pixel/shape claims stay owned by PF_ATTR_DATA_BINDINGS and are not copied here.	c9c9e96ee67762cdaab18bf12d6cf22c1a4cf82c83270f50562a849c90985304
