lifecycle_id	lifecycle_key	row_kind	phase	predecessor	successor	order_relation	trigger_or_condition	exact_observation	claim_sha256	semantic_status	order_status	evidence_file	evidence_file_sha256	evidence_locator	evidence_span_start	evidence_span_end	evidence_span_start_file_offset	evidence_span_end_file_offset	evidence_span_sha256	support_spans	evidence_key	evidence_reuse	canonical_evidence_lifecycle_id	source	nonclaim	blocker	required_next_evidence	image_sha256
CL-IMG-003	30e23e9db40b42ceaba55c3add85c1d273bcea754b392d2ab2ccee9036bef19e	BOUNDED_NEGATIVE	ACTION_UPDATE	UseBehavior update	repeat ActionVital	NO_DIRECT_REPEAT_EDGE	complete 0x0047AEE0..0x0047B2BF update	The concrete UseBehavior update has no direct call edge to local ActionVital producer 0x0044D260, queue 0x005DD800, or serializer 0x0074E6A0.	1cac7f5349901d7edf3f96a7a994849fd56f412190796fd5b7a87ad15c33e094	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	ACTION_UPDATE:use_behavior	0x0047AEE0	0x0047B2BF	0x0007A2E0	0x0007A6BF	d1b7c22f9c9160f20f64a3f4b98e50d5b2f4012bad5a6933ece0c85d2425cee8	0x0044D260..0x0044D5F3@file_off=0x0004C660..0x0004C9F3@sha256=50731991a23db0280b8864b190ac9c5236972699a095ade83d5c3de5381e9eaf;0x005DD800..0x005DD887@file_off=0x001DCC00..0x001DCC87@sha256=965efce3f8510ec9418168ae699df19851e822f59a1d58830750bedf2b7159af	ba6d9d0677725a78562e6a7cd028cc3c8c9805de188e9ae401afde2dba3278b1	CANONICAL_EVIDENCE	CL-IMG-003	IMAGE	Indirect scheduling outside the frozen body and original-server cadence remain open.	NONE_FOR_BOUNDED_CLIENT_CLAIM	A complete caller/state-machine proof or original wire cadence evidence.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-004	d95582424e83bf76a4185b90547e7d64f952e189747aa159ff15ac3f8b35ed09	BOUNDARY	ACTION_LOCAL_OUTPUT	local action producer	action queue	LOCAL_PRODUCER_QUEUE_BOUND	known client-local producer and queue bodies	The known local ActionVital producer is bounded at 0x0044D260..0x0044D5F3 and its known queue at 0x005DD800..0x005DD887.	97ddf82bc8d4f9a05b0749dcc809c7b9a922ac52a6d3dea47f896905d7b2cb64	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	ACTION_LOCAL_OUTPUT:action_producer	0x0044D260	0x0044D5F3	0x0004C660	0x0004C9F3	50731991a23db0280b8864b190ac9c5236972699a095ade83d5c3de5381e9eaf	0x005DD800..0x005DD887@file_off=0x001DCC00..0x001DCC87@sha256=965efce3f8510ec9418168ae699df19851e822f59a1d58830750bedf2b7159af	199c1c841f220b85f3e4282246232c7dbf3ddb26d6a6506c91bab6a80ec6954b	UNIQUE_EVIDENCE	CL-IMG-004	IMAGE	These local bounds do not prove an automatic repeat loop or original-server reply.	NONE_FOR_BOUNDED_CLIENT_CLAIM	NONE_FOR_BOUNDED_CLIENT_CLAIM	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-005	38f57357d7e4b7a08426139d7b6cc6c2d172d1fc0e12480091e6a24915470fef	OPEN_ORDER	ACTION_CADENCE	UseBehavior update	next action	UNKNOWN	static image only	No direct repeat edge is present in the concrete update body; static evidence does not determine the interval or authority that schedules a later action.	d4b56215707dbaf721bff838bc6cfd7a1e2e5e6a098a890c11b8d62b1c182ec2	UNKNOWN	UNKNOWN	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	ACTION_CADENCE:use_behavior	0x0047AEE0	0x0047B2BF	0x0007A2E0	0x0007A6BF	d1b7c22f9c9160f20f64a3f4b98e50d5b2f4012bad5a6933ece0c85d2425cee8	0x0044D260..0x0044D5F3@file_off=0x0004C660..0x0004C9F3@sha256=50731991a23db0280b8864b190ac9c5236972699a095ade83d5c3de5381e9eaf;0x005DD800..0x005DD887@file_off=0x001DCC00..0x001DCC87@sha256=965efce3f8510ec9418168ae699df19851e822f59a1d58830750bedf2b7159af	ba6d9d0677725a78562e6a7cd028cc3c8c9805de188e9ae401afde2dba3278b1	EXPLICIT_EVIDENCE_REUSE	CL-IMG-003	IMAGE	Single-click auto-loop and cadence testimony are not wire proof.	Original-server cadence is absent from this static layer.	Eligible original S2C/C2S combat sequence with timestamps or a complete client scheduler proof.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-006	20c5e371ceff4218d8399a4739f33dc100e165aea5acd4a555d5a6a039dac72b	IDENTITY	HIT_INPUT	CHitResult target qword	resolved actor	TARGET_BEFORE_DISPLAY	each hit element	CHitResult resolves the target identity through the actor-map resolver 0x00446170 before target-bound handling.	7d3f47d0001380bcdead7acfde56f494d6b262cb261bcc38e4639cfe3576bcc6	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	HIT_INPUT:chit	0x00750770	0x00750EC0	0x0034FB70	0x003502C0	151e5425155d5a5df6f1944f88fa2c041c6ea74dc8a69c8f907a54a807b5af70		5787cd577540fee5cb5a43ff188f1933be958379966e92ce7ff1093bb6f1e137	CANONICAL_EVIDENCE	CL-IMG-006	IMAGE	Identity resolution does not mutate HP.	NONE_FOR_BOUNDED_CLIENT_CLAIM	NONE_FOR_BOUNDED_CLIENT_CLAIM	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-007	361b426f08f8fdb77dbe351191cbd901fc8ed379beb8ed2749c6907294c38121	VALUE	HIT_INPUT	hit element +0x08	reaction/display	SIGNED_I32	signed comparisons at 0x00750919 and 0x007509E0	Hit element +0x08 is consumed as signed i32; negative and non-negative follow distinct branches.	ffba80d793b15b247a73cd46dbb0b96d395186d6b5ee376a5b71078474c62362	PROVEN_EXACT	NOT_APPLICABLE	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	HIT_INPUT:chit	0x00750770	0x00750EC0	0x0034FB70	0x003502C0	151e5425155d5a5df6f1944f88fa2c041c6ea74dc8a69c8f907a54a807b5af70		5787cd577540fee5cb5a43ff188f1933be958379966e92ce7ff1093bb6f1e137	EXPLICIT_EVIDENCE_REUSE	CL-IMG-006	IMAGE	The non-negative gameplay meaning is not named.	NONE_FOR_BOUNDED_CLIENT_CLAIM	NONE_FOR_BOUNDED_CLIENT_CLAIM	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-008	b2962d73dba85417f9bea5380fc7de59d6c534c8ba7ad0b0916ad1683471c6a1	DISPLAY	HIT_DISPLAY	signed i32 +0x08	decimal magnitude	ABS_NO_SCALE	numeric display path	The display path forwards +0x08 and applies integer abs before decimal formatting; no scale is applied on the proved path.	10d5c6f40ddf80cfce6b1558dbab1258bf95550ab5438c54e17a71a341957e95	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	HIT_DISPLAY:glyph_abs	0x00A7EBA0	0x00A7EE30	0x0067DFA0	0x0067E230	8c8af0aeeb8d6135dc50b752444af1e1dd8eb4d43587de877da736d159532247	0x00750770..0x00750EC0@file_off=0x0034FB70..0x003502C0@sha256=151e5425155d5a5df6f1944f88fa2c041c6ea74dc8a69c8f907a54a807b5af70	7a9fe8b9bc4b11841beac0a53da6c595ab2ccec6b4d1eb37fb5f598c8ea9c780	UNIQUE_EVIDENCE	CL-IMG-008	IMAGE	The displayed magnitude is not an HP write or damage formula.	NONE_FOR_BOUNDED_CLIENT_CLAIM	NONE_FOR_BOUNDED_CLIENT_CLAIM	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-009	8c045d512f635a533d28259c1197a3608bae5c5df3cc0f767baa398a90e8e47d	FLAG_GATE	HIT_REACTION	flag bit 0	apply/display block	GATES_PATH	u16 flags +0x1C bit 0 set	Bit 0 gates the CHitResult apply/display block.	57f7ec095683c082d2fb1a91e13bf38d4765aefe38a5dab74b79f1a07b66d9e6	PROVEN_ROLE_ONLY	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	HIT_REACTION:chit	0x00750770	0x00750EC0	0x0034FB70	0x003502C0	151e5425155d5a5df6f1944f88fa2c041c6ea74dc8a69c8f907a54a807b5af70		5787cd577540fee5cb5a43ff188f1933be958379966e92ce7ff1093bb6f1e137	EXPLICIT_EVIDENCE_REUSE	CL-IMG-006	IMAGE	No hit/miss/critical label is assigned to bit 0.	Gameplay label remains unproved.	Original protocol documentation or same-build producer semantics.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-010	9aa4efcc1bcca61f9f7cd5f1b447f3a23360f7a02401ee453d7c4ca76e7d8c20	FLAG_GATE	HIT_REACTION	flag bit 3	known reaction lane	REQUIRED_ON_KNOWN_LANE	bit 0 and bit 3 set with bit 4 clear	Bit 3 is required on the known target-reaction lane that reaches 0x0048D870 when the enclosing bit-0 path is active and bit 4 is clear.	c2c93119e037777229d974fbb284c5609e4c1bd5d94e71b98e42c3847a3b8579	PROVEN_ROLE_ONLY	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	HIT_REACTION:chit	0x00750770	0x00750EC0	0x0034FB70	0x003502C0	151e5425155d5a5df6f1944f88fa2c041c6ea74dc8a69c8f907a54a807b5af70		5787cd577540fee5cb5a43ff188f1933be958379966e92ce7ff1093bb6f1e137	EXPLICIT_EVIDENCE_REUSE	CL-IMG-006	IMAGE	This does not prove that 0x0009 is original-server policy or name bit 3.	Original-server flag policy is absent.	Eligible original CHitResult frame joined to its visible reaction.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-011	b93edb7fff7861ee59344f2e2075867f17389d26bc92a55eb868278a67306b20	FLAG_GATE	HIT_REACTION	flag bit 4	knock/exclusion branch	SELECTS_ALTERNATE_PATH	u16 flags +0x1C bit 4 set	Bit 4 selects the alternate knocked/exclusion path using _F_KNOCKED_002 instead of the bit-4-clear reaction route.	1cc4820e13968215f1c3901bdf6ee6f4a57101481c44c93be0ec6a4ca2577a3e	PROVEN_ROLE_ONLY	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	HIT_REACTION:chit	0x00750770	0x00750EC0	0x0034FB70	0x003502C0	151e5425155d5a5df6f1944f88fa2c041c6ea74dc8a69c8f907a54a807b5af70	0x00F48B4C..0x00F48B6A@file_off=0x00B46F4C..0x00B46F6A@sha256=03ac80432c0eac767f09495f35164865608151c584e09da36d93bf24b44c40fb	3332ad9bc4ca9adc415cffd7745f1db8fc8d3ac73be9808c861134c44ad83469	UNIQUE_EVIDENCE	CL-IMG-011	IMAGE	No broader semantic label or original-server bit policy is asserted.	Original-server flag policy is absent.	Eligible original CHitResult frame joined to its visible reaction.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-012	e7410104a4f1fcba9473d16ca74a9a908423d411572447e8d7d5a5f60c1648fc	BOUNDED_NEGATIVE	HIT_VS_HP	CHitResult handler	known HP/death chain	NO_DIRECT_E8_EDGE	complete inbound handler direct-call census	The frozen CHitResult handler has no direct E8 edge to the pinned actor HP/death-chain entry points 0x004446F0, 0x00456630, 0x004437C0, or 0x00446F30.	8e25713df80a370d517c92f49d939c363f3dda03130e41a82755a784359f317c	PROVEN_EXACT	INDEPENDENT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	HIT_VS_HP:chit	0x00750770	0x00750EC0	0x0034FB70	0x003502C0	151e5425155d5a5df6f1944f88fa2c041c6ea74dc8a69c8f907a54a807b5af70		5787cd577540fee5cb5a43ff188f1933be958379966e92ce7ff1093bb6f1e137	EXPLICIT_EVIDENCE_REUSE	CL-IMG-006	IMAGE	Indirect calls, virtual dispatch, and transitive effects remain open; IMAGE alone does not prove that CHitResult can never mutate HP.	NONE_FOR_BOUNDED_CLIENT_CLAIM	A complete transitive call/operand proof or separately sourced runtime observation.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-013	3bfef0bb20ccea6b9e4579a8d9faf4693b1454b5fc83e44e7edbc99708b41053	TRANSITION	HP_ACTOR_ENTRY	GSCN_RunTimeProtocolRes actor entry	dead-state sync	DIRECT_AND_VIRTUAL_CHAIN	known actor identity	The actor-entry path is 0x005E4060 -> 0x00446F30 -> actor vtable +0x20 -> 0x004446F0 -> 0x004437C0.	8c440cdf369516a1e53a74c7e0ff65daae64e523bf2a89913b0bc627aaa52169	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	HP_ACTOR_ENTRY:runtime_res	0x005E4060	0x005E41CD	0x001E3460	0x001E35CD	85ff71ffceff5345f94facc9b7fa1c39c8efd2e429248d112cdba578d3df944e	0x00446F30..0x004470E5@file_off=0x00046330..0x000464E5@sha256=c47bc46a06d6ffe95bee17b572f9ccb7e03442cdd27f04807c1161c03642d880;0x004446F0..0x00444730@file_off=0x00043AF0..0x00043B30@sha256=e4e5b3719b24f7ee32791e4a419ff37942031610691f25c4d943cae9f1ae4508;0x004437C0..0x00443A9A@file_off=0x00042BC0..0x00042E9A@sha256=85d294b84843e0bd46256e0257cf5d51be0415081739d82b0b4c254975ee9592	cbc483b33a3518b6fc42a56a2fc63a2bde37cfba668e184137a9bafc2e1ae93a	UNIQUE_EVIDENCE	CL-IMG-013	IMAGE	The original server's emission policy and hold time are not proved.	NONE_FOR_BOUNDED_CLIENT_CLAIM	NONE_FOR_BOUNDED_CLIENT_CLAIM	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-014	8f752a6f5371cf4e5fd73811d9dc778c0178ee922c421885c63e3f5e76d7f8b6	BRANCH	HP_ACTOR_ENTRY	unknown identity	spawn/apply	FIRST_ENTRY_SKIPS_DEATH_SYNC	actor-map lookup misses	A first entry for an unknown identity takes the guarded +0x10 spawn/apply branch rather than the known-identity +0x20 branch in that entry.	37494ff4e7d1bc5de07371fd61898f14012dff48abeb690af7ff0d526b88b1b9	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	HP_ACTOR_ENTRY:reconcile	0x00446F30	0x004470E5	0x00046330	0x000464E5	c47bc46a06d6ffe95bee17b572f9ccb7e03442cdd27f04807c1161c03642d880	0x00446AAD..0x00446AB7@file_off=0x00045EAD..0x00045EB7@sha256=0f4f0861047d3ccbb1e6fbe36664947352a98ecf64823720576c26d63d126947	794d677527c66d6dd6aa7d79d5a5a6cbb9aed1a8247c5d9b5963bfee5cd4fe86	UNIQUE_EVIDENCE	CL-IMG-014	IMAGE	This branch distinction alone does not exclude every indirect/transitive death effect outside the bounded path.	NONE_FOR_BOUNDED_CLIENT_CLAIM	NONE_FOR_BOUNDED_CLIENT_CLAIM	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-015	eec2d9de2dc0267f84625a6b6dbe9badf33566e70649a20cd7b8ff62b8998cc7	BRANCH	HP_ACTOR_ENTRY	same known identity	dead-state sync	SECOND_ENTRY_CAN_REACH	actor-map lookup hits	A later entry for the same now-known identity dispatches actor vtable +0x20 and can reach dead-state sync.	541fdfb0355fa217b8378e0d1e041880b41a0a45a8d6d0d4add4bd95d9d1bcf2	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	HP_ACTOR_ENTRY:reconcile	0x00446F30	0x004470E5	0x00046330	0x000464E5	c47bc46a06d6ffe95bee17b572f9ccb7e03442cdd27f04807c1161c03642d880	0x004446F0..0x00444730@file_off=0x00043AF0..0x00043B30@sha256=e4e5b3719b24f7ee32791e4a419ff37942031610691f25c4d943cae9f1ae4508;0x004437C0..0x00443A9A@file_off=0x00042BC0..0x00042E9A@sha256=85d294b84843e0bd46256e0257cf5d51be0415081739d82b0b4c254975ee9592	ef23ff77b76561707f90dddc10aa39ff4c9a40647716c2d67ef97bdb5f97d519	UNIQUE_EVIDENCE	CL-IMG-015	IMAGE	Reachability does not guarantee the death predicate is true.	NONE_FOR_BOUNDED_CLIENT_CLAIM	NONE_FOR_BOUNDED_CLIENT_CLAIM	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-016	1c3a26a03efc8c3aaf243b2ad60cd65e97304a41f4ad976449ccb979da9fe84c	BOUNDED_NEGATIVE	HP_UPDATEATTR	UpdateAttrVital	known actor-entry/death chain	NO_DIRECT_E8_EDGE	complete 0x005F2400..0x005F261A direct-call census	UpdateAttrVital has no direct E8 edge to the pinned actor-entry/death-chain entry points 0x004446F0, 0x00456630, 0x004437C0, or 0x00446F30.	97d63f7a52371198d20c9d7fc5b49b3a00fca803b3b9e29ea34480041a5dab7f	PROVEN_EXACT	INDEPENDENT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	HP_UPDATEATTR:update_attr	0x005F2400	0x005F261A	0x001F1800	0x001F1A1A	65a7095cc493e33988f816efcd63d48220ee9cf39437e543389d54e3718acfaf	0x004437C0..0x00443A9A@file_off=0x00042BC0..0x00042E9A@sha256=85d294b84843e0bd46256e0257cf5d51be0415081739d82b0b4c254975ee9592;0x00472850..0x004728F3@file_off=0x00071C50..0x00071CF3@sha256=e04385a8cd54b800add22c4c8c5cc751b4243e19d208d684acdb8af2b6350999	ac24a121021e9830ea431619246ebfdf7f2c8ff4ab0def779b5e360282e9fa79	UNIQUE_EVIDENCE	CL-IMG-016	IMAGE	Indirect calls, virtual dispatch, and transitive effects remain open; this row does not prove global non-reachability.	NONE_FOR_BOUNDED_CLIENT_CLAIM	A complete transitive call proof before using this carrier to claim actor corpse/death animation.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-017	cd172a201f630775d153278d93dd50e2825d14a341ecf92adf05633812fceb1f	PREDICATE	DEATH_SYNC	HP=0,timer>0	dying latch	MUTUALLY_EXCLUSIVE_SNAPSHOT	vtable +0x40 true	HP zero with timer greater than zero selects the dying predicate and can latch actor state 0x200; it does not select the dead-task predicate in the same snapshot.	41b4deda58f7c5034ba3db8f2136b528bb2f89a79ca5e52e95e1273c2234e491	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	DEATH_SYNC:dying_predicate	0x0043BDA0	0x0043BDD2	0x0003B1A0	0x0003B1D2	04e08d24980faf23e0bcb7d9e6f1e69dfdba704abfedf6a8531ceeedbb5e8866	0x004437C0..0x00443A9A@file_off=0x00042BC0..0x00042E9A@sha256=85d294b84843e0bd46256e0257cf5d51be0415081739d82b0b4c254975ee9592	1e2229e21d6133c459a85194b3c92dfbc89361d4e335abb598a57ccb56af4994	UNIQUE_EVIDENCE	CL-IMG-017	IMAGE	DYING_LATCH alone can produce a flat pose; that does not prove _F_DIE_000.	NONE_FOR_BOUNDED_CLIENT_CLAIM	NONE_FOR_BOUNDED_CLIENT_CLAIM	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-018	f008711ef3516ecd79a07bb94826a43ceb39eb2a0a242cb675825b9f9b7d0fe9	PREDICATE	DEATH_SYNC	HP=0,timer<=0	CActorTask_Dead	MUTUALLY_EXCLUSIVE_SNAPSHOT	vtable +0x3C true	HP zero with timer less than or equal to zero selects the dead predicate and permits construction of CActorTask_Dead.	61b860db9c6802aa043d9dd077a561929aa0344db721670a60d4ac78efcd653d	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	DEATH_SYNC:dead_predicate	0x0043BD70	0x0043BD9D	0x0003B170	0x0003B19D	1df3c62b4bbe0aab1ebf1404320a7b2466ef20390db060e67ba183a1178127aa	0x004437C0..0x00443A9A@file_off=0x00042BC0..0x00042E9A@sha256=85d294b84843e0bd46256e0257cf5d51be0415081739d82b0b4c254975ee9592;0x00472850..0x004728F3@file_off=0x00071C50..0x00071CF3@sha256=e04385a8cd54b800add22c4c8c5cc751b4243e19d208d684acdb8af2b6350999	8feb7df28bd298c03dced7cdf0971cf46a7992d2bffe000d4ca7d5975f7ee6a2	UNIQUE_EVIDENCE	CL-IMG-018	IMAGE	Original-server death hold duration remains unknown.	NONE_FOR_BOUNDED_CLIENT_CLAIM	Eligible original actor-entry sequence with the timer values and arrival order.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-019	a4955dbddda65d8cdfdb142ea35dacc8605e76719462b8114ad5ca518e8f54a8	GATE	DEATH_ANIMATION	CActorTask_Dead update	_F_DIE_000	MODEL_READINESS_GATE	actor state bit 0x40 set	The dead-task update plays _F_DIE_000 only when actor state bit 0x40 (model-loaded readiness) is set.	df6eed44bd78a9661ca6d1a8991968ca44260e66b28b328884e936b26b967cf0	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	DEATH_ANIMATION:dead_task	0x00472850	0x004728F3	0x00071C50	0x00071CF3	e04385a8cd54b800add22c4c8c5cc751b4243e19d208d684acdb8af2b6350999	0x00F0F060..0x00F0F076@file_off=0x00B0D460..0x00B0D476@sha256=2df025844462e0ac2c9038f01a12f22a6a70cbe4b4592a4e5db9cb8a443cfeaa	01b2d93da565360af03fd4012919b65b21e893cee1befd7397a9aa4d458391c2	UNIQUE_EVIDENCE	CL-IMG-019	IMAGE	A DEAD census alone does not prove when the task/model readiness gate becomes observable.	NONE_FOR_BOUNDED_CLIENT_CLAIM	Attended observation joined to actor-entry state and model/task readiness.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-020	8e4deb93e49aaa7914017de59bfc976f1998a7c6adc50678f0e3e5721f1a8ea4	SIDE_EFFECT	DEATH_SYNC	dead current target	TargetIsDead	CONDITIONAL_PUSH	dead actor equals current target	The bounded death-sync path conditionally uses TargetIsDead with Main_Panel_Target_Enemy_New when its current-target comparison passes.	55c36637229aa10e77b054b34d1087c00855fee0c1a1ba21781353f1ab9b4de0	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	DEATH_SYNC:death_sync	0x004437C0	0x00443A9A	0x00042BC0	0x00042E9A	85d294b84843e0bd46256e0257cf5d51be0415081739d82b0b4c254975ee9592	0x00F0D470..0x00F0D48A@file_off=0x00B0B870..0x00B0B88A@sha256=2c8c98e24e55485ecdafdfcd20a5d058b2a6e161829c5a2bca3a53e48a2a8794;0x00F0D2A8..0x00F0D2E0@file_off=0x00B0B6A8..0x00B0B6E0@sha256=a9f000b3e90dfe5cc1bb2955edbb8cc865459393e7ee42f2652a9a70bdba7061	438932da6625de655dfff37c9075978b7535c66ceab57503ba74d579538366ba	UNIQUE_EVIDENCE	CL-IMG-020	IMAGE	No claim is made about an UpdateAttrVital path or original-server timing.	NONE_FOR_BOUNDED_CLIENT_CLAIM	NONE_FOR_BOUNDED_CLIENT_CLAIM	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-021	d6ba7cfbdb5c0c449a63fd02819fb0dc365ee61b4ddadbde6fffe6f1120ddcf7	UI_OPEN	TARGET_PANEL	local target identity/event	enemy target panel	CLIENT_LOCAL_OPEN	actor resolves, relation path passes, CNetNPC cast passes	The target-panel opener is a client-local identity/event/relation/CNetNPC path and opens Main_Panel_Target_Enemy_New without reading BasicAttr name or HP as an open precondition.	fb2f7c32698f4e128697412fccbb8dca30c11aedfa394b13649215ec528c99d6	PROVEN_EXACT	PROVEN_EXACT	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	TARGET_PANEL:panel	0x0051F2F0	0x0051F494	0x0011E6F0	0x0011E894	2c30e97a2624541afbff34ee08db4abc5f9b127b0dd4526f4d0c387aa01cf346	0x00F0D2A8..0x00F0D2E0@file_off=0x00B0B6A8..0x00B0B6E0@sha256=a9f000b3e90dfe5cc1bb2955edbb8cc865459393e7ee42f2652a9a70bdba7061	003a983f9ff3691d68ce5992d8a25e17ff2d32f8a630a3aa33f15166e6a4b7f9	UNIQUE_EVIDENCE	CL-IMG-021	IMAGE	This does not prove original-server response policy.	NONE_FOR_BOUNDED_CLIENT_CLAIM	NONE_FOR_BOUNDED_CLIENT_CLAIM	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
CL-IMG-022	b5310ee8356d783acd334369360e141538674eac91d86829c839e1613b54453b	UI_CONSUMER	TARGET_PANEL_REFRESH	target-panel state	name/HP widgets	STATIC_RELATIVE_ORDER_UNKNOWN	separate target-panel consumer functions	BasicAttr name +0x28 and current/max HP +0x44/+0x48 are consumed by separate target-panel widget functions; static IMAGE evidence here does not order those functions relative to the panel-open path.	d5daaeedf0f32b81b733b02eefcd5b8fa47e36da2eff3a5a92a54dbc5ddf304a	PROVEN_EXACT	UNKNOWN	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	TARGET_PANEL_REFRESH:target_name	0x0051F920	0x0051FC10	0x0011ED20	0x0011F010	5765ee333d54e9817299e353f709a4da22caa450ff17ac13b702d8d959f40094	0x0051F150..0x0051F2B2@file_off=0x0011E550..0x0011E6B2@sha256=85b49baee8283e0efcab245f637c454e4c86bcd34897f15ec0e161b1beca50e4;0x0051F2F0..0x0051F494@file_off=0x0011E6F0..0x0011E894@sha256=2c30e97a2624541afbff34ee08db4abc5f9b127b0dd4526f4d0c387aa01cf346	d391c6312f2194727af4bd687a6fc289dbbc04f7b8c0c97bbf99de20c9030ba0	UNIQUE_EVIDENCE	CL-IMG-022	IMAGE	These consumers are not evidence that a TargetVital reply is required or that refresh runs after open.	Relative UI dispatch order is not proved.	A complete dispatcher/caller ordering proof joining panel open to the name and HP refresh functions.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
