event_key	row_kind	channel	receiver_or_owner	event_kind	field_or_slot	operation	semantic_status	measurement_label	exact_observation	census_scope	census_count	census_digest	span_start_va	span_end_va	file_off_start	file_off_end	span_sha256	support_spans	reference_artifact	reference_sha256	reference_keys	source	source_file	source_size	source_sha256	nonclaim	blocker	required_next_evidence	artifact_pair_sha256	claim_sha256	evidence_key
QME-IMG-011	QUERY_DISPATCH_TARGET_CENSUS	RETURN_VALUE_CHANNEL	direct callers of 0x005F9F60	0x0000000A unique in pinned immediate-shape partition	event +0x10 producer store	DIRECT_CALL_AND_KIND_PARTITION_CENSUS	PROVEN_BOUNDED	MEASURED	The .text direct-target census has 126 E8 calls: 123 match the pinned immediate stack-kind shape and three are separately control-traced. Only call 0x00449FAD has immediate kind 0x0A; the three other flows are bounded to 0x32..0x3B, 0x35, and 0x34. No direct E9 or absolute dword carrier for 0x005F9F60 exists.	Mapped executable .text direct E8/E9 targets, immediate registration shapes, and image-resident raw vtable pointers only; computed control transfers and runtime-only registration remain outside the census.	126 direct E8; 123 immediate-shape; 3 manual controls; 1 kind-0x0A producer	calls=9ff939517c73aeea7578fbbbd3a90041c53eea2bd7cefa9a872bf917b29785f0;immediate=db9a9da851738471b617808d60c79442b7dfaeadd80369f48b30510f9780c792;manual=27745cd957024d2d4e2dc66293d876069fd42b00ec5c454071b19aeefc3a796c	0x00449FA1	0x00449FB2	0x000493A1	0x000493B2	ce6035e5baf5dcc4eabf6d82c1f54d1df920b0f2c467fd671e064b1bbf39abe7	dynamic_5002=0x0050023F..0x00500313@file_off=0x000FF63F..0x000FF713@sha256=51702ba32490e2a7654b5c7e3f82329969d011ad40392044e377866a2f6c5ec9;dynamic_6e2c=0x006E2BF0..0x006E2D25@file_off=0x002E1FF0..0x002E2125@sha256=8fa57f017cfcb58be2f07c49baf09389ceb096d9fb68b83f8b8196ef48d2ee97;dynamic_75b0=0x0075B003..0x0075B177@file_off=0x0035A403..0x0035A577@sha256=c784a300e49d3e8f0630379c34be71927fb613be5069f6e8b1e607495b705ef0				IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The 123-row classifier is an explicitly pinned instruction-shape census, not a semantic decoder for every other numeric kind.	Computed control transfers with no static target carrier remain outside the census.	Whole-program indirect-call proof to upgrade from bounded to global.	6a513a67f9e349150933fccf2ea7468538332b3f2553d0a6e8b0206475376dd3	2ab0023c2312ff95a9642022ff657a53c0e454ea7a6d599ca9b0f6ecfb31cde2	34fc3ec422bfab377e98560ceb8ec5e768a4012385e0919a9bedd9d1638d02cd
QME-IMG-012	QUERY_NON0A_CONTROL	RETURN_VALUE_CHANNEL	loop producer at 0x005002D5	0x00000032..0x0000003B	event +0x10 from EDI	REGISTER_DERIVED_KIND_CONTROL	PROVEN_EXACT	MEASURED	ESI starts at zero, EDI is set to ESI+0x32, EDI is stored as the event kind, and the loop increments ESI while ESI<10; this direct dispatcher call cannot produce 0x0A on the traced path.	Pinned local control-flow slice.	10 values		0x0050023F	0x00500313	0x000FF63F	0x000FF713	51702ba32490e2a7654b5c7e3f82329969d011ad40392044e377866a2f6c5ec9					IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	No gameplay names are assigned to 0x32..0x3B.		None for exclusion from kind 0x0A.	6a513a67f9e349150933fccf2ea7468538332b3f2553d0a6e8b0206475376dd3	df19a814769a47b322bb379374c83ebee578dd48360542741172d50a62f91fff	d3f371ecedec0b20d09772d2c1ea60d14f34e322b2f2d08f3dc74b1c7a9ba4b7
QME-IMG-013	QUERY_NON0A_CONTROL	RETURN_VALUE_CHANNEL	forwarder at 0x006E2CEB	0x00000035	incoming event +0x10	FORWARD_PRECHECKED_EVENT	PROVEN_EXACT	MEASURED	The function rejects unless incoming event +0x10 equals 0x35, then later forwards that same EBX event pointer to 0x005F9F60; this call cannot carry 0x0A on the traced path.	Pinned function control-flow slice.	1 forwarded kind		0x006E2BF0	0x006E2D25	0x002E1FF0	0x002E2125	8fa57f017cfcb58be2f07c49baf09389ceb096d9fb68b83f8b8196ef48d2ee97					IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	No gameplay name is assigned to 0x35.		None for exclusion from kind 0x0A.	6a513a67f9e349150933fccf2ea7468538332b3f2553d0a6e8b0206475376dd3	270ac4267f00205563116541f29ef387578c57ebfe291d8f362d8b95bebde901	9e0a81e97544b05c128a07540f919500649be8a3007df2cc0b65374a74cd006a
QME-IMG-014	QUERY_NON0A_CONTROL	RETURN_VALUE_CHANNEL	loop producer at 0x0075B054	0x00000034	event +0x10 from EDI	REGISTER_HELD_KIND_CONTROL	PROVEN_EXACT	MEASURED	EDI is initialized to 0x34 before the event loop and stored at event +0x10 before the direct dispatch call; the traced loop preserves EDI, excluding 0x0A at this site.	Pinned local control-flow slice.	1 held kind		0x0075B003	0x0075B177	0x0035A403	0x0035A577	c784a300e49d3e8f0630379c34be71927fb613be5069f6e8b1e607495b705ef0					IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	No gameplay name is assigned to 0x34.		None for exclusion from kind 0x0A.	6a513a67f9e349150933fccf2ea7468538332b3f2553d0a6e8b0206475376dd3	5fe7f54393250ce1e3f7b762dd637ad1e38afeb9bdfc52ac5427a85fb31036c3	dc176841341479241166d43c0bf7fd038a9a8d672e06adad7992403b2d4c1ec3
QME-IMG-015	MODULE_ADD_BOUNDARY	BOTH_MODULE_CHANNELS	module manager add path 0x005FB800	N/A	module vtable +0x10 identity; setup slots +0x3C,+0x30,+0x20,+0x24,+0x34,+0x28	REJECT_DUPLICATE_ID_THEN_REGISTER	PROVEN_EXACT	MEASURED	Before insertion the manager compares the incoming module's vtable +0x10 identity against current modules and returns on equality. For a new module it inserts/retains it and calls setup slots in order +0x3C,+0x30,+0x20,+0x24,+0x34,+0x28; general registration therefore precedes query registration.	One manager add implementation.	at most one active module per equal +0x10 identity in this manager		0x005FB824	0x005FB8F1	0x001FAC24	0x001FACF1	601816c0f3b27df99ec15a05cad3556bf23eb032516c9c7373d890ef9861c98c					IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	This is not process-wide singleton proof and does not exclude another manager instance or runtime mutation.	Manager-instance multiplicity is not measured at runtime.	Runtime manager census only if process-wide uniqueness is required.	6a513a67f9e349150933fccf2ea7468538332b3f2553d0a6e8b0206475376dd3	01dfc9483dfe3284a8ca74d8c7711e1b016fbd4237a6c045c4ae4e6bc727869b	567860bdeff1e1b557f947b0b0ef0dad873f2599a0137e3e386a19b5ba90ceef
QME-IMG-016	MODULE_REMOVE_BOUNDARY	BOTH_MODULE_CHANNELS	module manager removal path 0x005FB5D0	registered keys for removed module	general owner +0x80 and query owner +0xA0	UNREGISTER_LISTENER_FROM_BOTH_CHANNELS	PROVEN_EXACT	MEASURED	Removal walks the module's registration records, calls 0x005FA860 for general-channel entries and 0x005FA950 for query-channel entries, bounding the static listener lifetime to manager add/remove orchestration.	Pinned manager removal function.	2 channel cleanup loops		0x005FB607	0x005FB795	0x001FAA07	0x001FAB95	641b1014666172cf4dd224e25e100365e0d7b9130270f11571b39a02e3fac013					IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	Crash-time or abnormal teardown behavior is not observed.	Abnormal runtime teardown remains unmeasured.	Runtime teardown trace only if abnormal lifetime must be closed.	6a513a67f9e349150933fccf2ea7468538332b3f2553d0a6e8b0206475376dd3	3187cdd5bad138480666bd1adc34fc98c06de24983ee19d579ceafc285eee2fa	3bec0468cf60ef54ac95da9ca8679eed0eb99d9d4464cad28d69fd1e4d25fdb4
QME-IMG-017	GENERAL_REGISTRATION_CONTROL_CENSUS	GENERAL_NOTIFICATION_CHANNEL	direct registration API 0x005FACE0	0x0000000A	registration slot +0x24; handler slot +0x40	CROSS_CHANNEL_NUMERIC_REUSE_CENSUS	PROVEN_BOUNDED	MEASURED	The general channel has 140 direct registrations and eight kind-0x0A registration sites. Image dword references bind those eight functions to 11 distinct vtables and 11 +0x40 handlers. This population is separate from the sole +0x44 query subscriber.	Mapped executable .text direct E8/E9 targets, immediate registration shapes, and image-resident raw vtable pointers only; computed control transfers and runtime-only registration remain outside the census.	140 direct registrations; 8 kind-0x0A sites; 11 vtable owners	registrations=9f352999fc90400dcba1bda7899c4486eeff3f29ed8b57b7a0ba716f27622a01;kind0a_sites=3d14a76ce8a92869740e149e55470b1c53b2900abee06770e4167c7da25d12fd;vtables=2fb32e37aba1a42cfa8a599e5f5461687032bacf7a120d42194fa95483139b1b	0x00615B40	0x00615BDB	0x00214F40	0x00214FDB	0c032a900d640e57d5a441ff38e45cbf44b8e3c8b089ac71dca1c30995aa9cf6	general_shared_registration=0x006E4600..0x006E4623@file_off=0x002E3A00..0x002E3A23@sha256=32be57dcdfcfb572d2b207759e7d5d1f10e1d0c4c7ce7a681c891394ac81b123;general_6ecc_registration=0x006ECC30..0x006ECC53@file_off=0x002EC030..0x002EC053@sha256=22d705a0ac05f1d11b879b01fcc621244458f65f797ab2e60fcbcf69d8c0c23d;general_6f9c_registration=0x006F9C30..0x006F9C80@file_off=0x002F9030..0x002F9080@sha256=801d5400833469b57ee3e700da821a42426e8feb6bdf49e15e58b49c95a64c2b;general_70f2_registration=0x0070F2D0..0x0070F302@file_off=0x0030E6D0..0x0030E702@sha256=135cce1eccf83c304a52abe04aa5ed7a047f4ab99432b6003ba6f5322953d916;general_7304_registration=0x00730470..0x007304C0@file_off=0x0032F870..0x0032F8C0@sha256=3320c21b46ff7ca8014090c0422bae5e7a1455fd2b8b65d9e00ee2db4dd2e167;general_73e7_registration=0x0073E7B0..0x0073E7E2@file_off=0x0033DBB0..0x0033DBE2@sha256=fca3126afd2f3feff76c343e8d2663116aa2e9c508ee7ecd75aa42b82d6b3da8;general_7424_registration=0x00742480..0x007424C1@file_off=0x00341880..0x003418C1@sha256=2a130b8ea1b53235a1789cbfe77f5f9e2a107971bc7b76f1cca69b95ecc88df9;general_vtable_00f33420=0x00F33444..0x00F33464@file_off=0x00B31844..0x00B31864@sha256=575e6c2fe7e841af59974745ad9e8e503f53c6308a9511a13b960cfeae5b6616;general_vtable_00f3c2c8=0x00F3C2EC..0x00F3C30C@file_off=0x00B3A6EC..0x00B3A70C@sha256=c9f22993cba4d07d32842c6a40d07a0e6abd1b2c1b965872d70e6e53918d03cd;general_vtable_00f3dd38=0x00F3DD5C..0x00F3DD7C@file_off=0x00B3C15C..0x00B3C17C@sha256=6fad45f0236af30741f4dcb57669b2033917de313357a1a28459b9f35f29acc5;general_vtable_00f40d20=0x00F40D44..0x00F40D64@file_off=0x00B3F144..0x00B3F164@sha256=29572f46096b8818459b9d8807b7552438d649d5f63f32077f309f2bb7fd9957;general_vtable_00f411a8=0x00F411CC..0x00F411EC@file_off=0x00B3F5CC..0x00B3F5EC@sha256=3e8a5bdb5c66429d961fa5daa2a127817f3ccec0e6714696d2e94a64e3338f93;general_vtable_00f420a8=0x00F420CC..0x00F420EC@file_off=0x00B404CC..0x00B404EC@sha256=ded78c8a96ba92350cfb8ef10c13ab553db403c43b4fcfc079a3e8ef61a5b638;general_vtable_00f43268=0x00F4328C..0x00F432AC@file_off=0x00B4168C..0x00B416AC@sha256=a1fdb66974af3b3cbc5b913419f32bd4d8534b1176edc5fc37a32d0e62c85027;general_vtable_00f46738=0x00F4675C..0x00F4677C@file_off=0x00B44B5C..0x00B44B7C@sha256=69b0fc81fead79937776ef732e925570d619244fec033519185b2de82abef313;general_vtable_00f46ec8=0x00F46EEC..0x00F46F0C@file_off=0x00B452EC..0x00B4530C@sha256=2ac6b3f53228af242c9620dbdee71b2c5164b1fdd19514c0d186ba9febf0cbf5;general_vtable_00f47958=0x00F4797C..0x00F4799C@file_off=0x00B45D7C..0x00B45D9C@sha256=cf75be1bbc1a38a1e3bbd6d9d23aa00fc2d2e0312395afecde1e2744dbf0362e;general_vtable_00f47bf8=0x00F47C1C..0x00F47C3C@file_off=0x00B4601C..0x00B4603C@sha256=eb63e1c2e74a5ba4a2995281294001a4cc7a16f6d85ed81b45c182d6950f43cb	PF_GROUND_DROP_LIFETIME.tsv	b1703a7f31c42ddebf9702d12a7942577407fc320a9c2ad8411a08f3f017e710	b014e9c7797a1d24b5c13eef598b7374223af5b548fe3efda538a43cd65a7d09	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	Numeric 0x0A is not assigned a global gameplay name; unknown vtable owners are not guessed from nearby strings.	Computed registrations and runtime-only vtables remain outside the image census.	Runtime registration trace to upgrade from bounded static to live exhaustive.	6a513a67f9e349150933fccf2ea7468538332b3f2553d0a6e8b0206475376dd3	bfe3ea2d88269f381c60ac3656a7b358e1ee9a4e0310f77fda29d377c5c37a2d	8be3f62040f283114adc9cbffad880b30f7400e855ca2b2dce2e3df4b0b74da1
QME-IMG-018	GENERAL_DISPATCH_CONTROL	GENERAL_NOTIFICATION_CHANNEL	dispatcher 0x005F9C70	event +0x10 lookup key	dispatcher owner +0x80 map; listener vtable +0x40	ITERATE_GENERAL_LISTENERS	PROVEN_EXACT	MEASURED	The general dispatcher looks up event +0x10 in owner +0x80, iterates the current vector, and invokes listener vtable +0x40. It is structurally distinct from query owner +0xA0 / vtable +0x44 and has no query-result aggregation.	Pinned general dispatcher body.	all current general-vector entries		0x005F9C70	0x005F9D05	0x001F9070	0x001F9105	39f8721e4ebaf8bec765520e35c6e5cc350cf9cc9e2e88163142cf08e3e7e603					IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	Shared numeric keys do not join the two registries, handlers, or lifecycles.	Live vector contents are unmeasured.	Runtime registry snapshot only if live order is required.	6a513a67f9e349150933fccf2ea7468538332b3f2553d0a6e8b0206475376dd3	5bceaa4d2c9409618a84fb4a785562e8f9b9d51378d2d6e6e0905a6baa0af20b	f03ad0a59d548d4e314cc116a7d19b4b377b4dd9edb55484a639a76a06003838
QME-IMG-019	GENERAL_KIND0A_PRODUCER_CONTROL	GENERAL_NOTIFICATION_CHANNEL	producer slice containing call 0x005F6D39	0x0000000A	event +0x10; separate payload at +0x30	SYNCHRONOUS_GENERAL_DISPATCH	PROVEN_EXACT	MEASURED	This separate producer constructs a general-channel event, stores kind 0x0A, stores its argument in a later event field, and calls 0x005F9C70 rather than the query dispatcher.	One exact cross-channel producer control; not a full general-producer census.	1 measured general producer		0x005F6D08	0x005F6D5E	0x001F6108	0x001F615E	545e60a77701c14bd5dde30a104b2cd9e95e50b6e660acb4e9546f6517d278e7		PF_GROUND_DROP_LIFETIME.tsv	b1703a7f31c42ddebf9702d12a7942577407fc320a9c2ad8411a08f3f017e710	b014e9c7797a1d24b5c13eef598b7374223af5b548fe3efda538a43cd65a7d09	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	This row does not claim that the producer's payload or every general subscriber has quest meaning.	Full general-channel producer census is outside the CNetNPC query-path closure.	A separately scoped general-channel producer census if every notification producer is required.	6a513a67f9e349150933fccf2ea7468538332b3f2553d0a6e8b0206475376dd3	155b0cec66a8f313d3b5d26ea3458c9f1c24181a565922c3ab65c34f12b0d4d1	9b3cbb4f9a8badf61423c4d0f414daafe36a8d45acf22a76720944bb029cd3e8
QME-IMG-020	GROUND_DROP_CROSS_CONTROL_BINDING	GENERAL_NOTIFICATION_CHANNEL	vtable 0x00F3DD38; DropThing label only via GDL-IMG-015	0x0000000A	vtable +0x24=0x006E4600; +0x40=0x006B03F0	BIND_GENERAL_REGISTRATION_TO_CONTROL_HANDLER	PROVEN_EXACT	MEASURED	One of the 11 general-channel vtables binds shared registration function 0x006E4600 at +0x24 and handler 0x006B03F0 at +0x40. GDL-IMG-015 independently identifies that handler's kind-0x0A clear behavior.	New vtable/channel binding plus exact reference to the existing ground-drop row.	1 referenced cross-domain control		0x00F3DD5C	0x00F3DD7C	0x00B3C15C	0x00B3C17C	6fad45f0236af30741f4dcb57669b2033917de313357a1a28459b9f35f29acc5	general_shared_registration=0x006E4600..0x006E4623@file_off=0x002E3A00..0x002E3A23@sha256=32be57dcdfcfb572d2b207759e7d5d1f10e1d0c4c7ce7a681c891394ac81b123	PF_GROUND_DROP_LIFETIME.tsv	b1703a7f31c42ddebf9702d12a7942577407fc320a9c2ad8411a08f3f017e710	b014e9c7797a1d24b5c13eef598b7374223af5b548fe3efda538a43cd65a7d09	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The GDL-IMG-015 evidence row is cited, not copied; 0x0A is not named globally and this lifecycle is not joined to QuestIconBoard.		None for channel separation; runtime behavior remains source-separated.	6a513a67f9e349150933fccf2ea7468538332b3f2553d0a6e8b0206475376dd3	be7737b577ca08cc303b3d6b4d588769296a62260962a4f4ca7cb787304d3e5a	993dde804583a012fc0a24ba92dad7ccf51a4c9e4c95f80233d435fe49129a1f
