graph_key	row_kind	decision_surface	evidence_layer	applies_to_class	input_or_condition	exact_observation	semantic_status	measurement_label	measurement_method	control	negative_scope	span_start_va	span_end_va	file_off_start	file_off_end	span_sha256	support_spans	site_count	site_list	site_digest	prior_reference	prior_artifact_sha256	prior_claim_digest	source	source_file	source_size	source_sha256	nonclaim	blocker	required_next_evidence	claim_sha256	evidence_key
ARIG-IMG-011	RELATION_CONSTANT_TRUE_RESULT_SURFACE	relation_predicate_final_result_producer	STATIC_NATIVE	UNKNOWN	control reaches cleanup surface 0x0043C5FF	This final result-producer surface cleans up its temporary object, executes mov al,1, and falls into the common function return with result 1.	PROVEN_EXACT	MEASURED	Pinned branch-surface hash plus exact cleanup and mov-al-1 anchors inside the full relation predicate.	MCMJ-IMG-004 records the fallback boundary and explicitly warns that earlier exits exist.	No upstream condition is semantically named by this row.	0x0043C5FF	0x0043C615	0x0003B9FF	0x0003BA15	ccdc50cf950a04b04e58cad64634d4be7e12e850b385af9c66387af4aceabce9	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	0	N/A	N/A	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	Result 1 is not globally named friendly, NPC, or talkable; downstream callers use relation context differently.	The exact upstream branch predicates and per-caller meaning must be kept contextual.	PROPOSED: Use decoder-validated per-callsite context; do not collapse all callers into one role label.	5dc7376564bbbccfe282649a59462fd1a216de63e746973672dea80090b35680	ca6f4407a59f66ffcdd68b45ed9ef86ccf631f9e4ba4c1386d51925ca8183c6c
ARIG-IMG-012	RELATION_CALLSITE_COLOR_STYLE	relation_callsite_0x00444018	STATIC_NATIVE	CNetNPC	instruction-start E8 call at 0x00444018 resolves to 0x0043C380	The decoder-validated call is in a bounded color/style/nameboard surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=color_style;category_count=3;category_digest=9ce1579e3b11608ee9a4a7033be9df5233e1a4620f5253579e9df43cea0050b7	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x00443F50	0x004443C5	0x00043350	0x000437C5	ee845ee6ef6337ea41ae57a5a4df8af5a8a8ac00e458ea1ce3e587aff1f9cdf9	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=color_style;file=0x00043418;call_sha256=dd399b8b3a37372b7815e6254481722cde843a71811db1265ba9ccd10b646945;site=0x00444018;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	bb021a6254fdca50f390e3f6c39dbdd788f7ad1bae60449dc8508106899ea493	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-005@f7f8ae0de74a2b7a002e379c8cce2285694ead5a5ccc5bad1be3802c473c7c08	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	60d5238d4e25464eb8faa30b8b81baa3609a7b21c1c62b5abc5f8605d4067195	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	fdc50396476ebb70007c2fc67c93c2fd1edf062d3559ba5853a5c73e4be29c47	cfd3365cf627e72fe45b0a4c44177290866696928feade2041f6456a2f3c8813
ARIG-IMG-013	RELATION_CALLSITE_COLOR_STYLE	relation_callsite_0x00444152	STATIC_NATIVE	CNetNPC	instruction-start E8 call at 0x00444152 resolves to 0x0043C380	The decoder-validated call is in a bounded color/style/nameboard surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=color_style;category_count=3;category_digest=9ce1579e3b11608ee9a4a7033be9df5233e1a4620f5253579e9df43cea0050b7	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x00443F50	0x004443C5	0x00043350	0x000437C5	ee845ee6ef6337ea41ae57a5a4df8af5a8a8ac00e458ea1ce3e587aff1f9cdf9	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=color_style;file=0x00043552;call_sha256=1018f7b33dda95016aeb44a36ba9f0485f1ac1768d670509e22bcca01b3a1fbb;site=0x00444152;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	0bd912ecf616da782850ce6932df3a72004e732c336fa458ff13828c4f8b249b	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-006@ef8e7c95c07bf8560bae924518ef6f9b1567fa83f9c5adab3d1bcd811cb6fbb0	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	10639ccc00be0e4b96bfa47e49a4eaeefb54536afa2e3fca90109ab50d3cb6b1	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	85e193e2851e07055183ad912e28f512cde8734e70235bcbdbbce410b3e9e61e	f3e2af441d7a908ecd6a2b079809daa520efef17a1d1580a1f7ae56fd02b96b7
ARIG-IMG-014	RELATION_CALLSITE_TALK_INTERACT	relation_callsite_0x00445DBD	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x00445DBD resolves to 0x0043C380	The decoder-validated call is in a bounded talk/interact-adjacent surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=talk_interact;category_count=4;category_digest=f52ceac16be1a10bfd89cd9ccaeae0fd559df0d0ca6e40b8bde23e353f3e13cf	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x00445D45	0x00445E6C	0x00045145	0x0004526C	4a6ba29f0a21a55b2c8e3408408e34f4b79be64fd367bfeae17606ed2781f8a8	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=talk_interact;file=0x000451BD;call_sha256=027661f38b1407ba17299ee0a7cce427acaaadc114c939f8c24c12acc48eb27f;site=0x00445DBD;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	4c121969e444df11d3387cb963f5981cb0804dac6d7c7ac362405db9eeeb5568	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	251cc0c118c595a20a95ccd7fc681fb2b2b1d04f2af96473f5d47c2e500672fc	52960d7d9af8fc26f0af6d7cd0ff6f7172e5d1f1f0aba5175b22e7f502f6f3b0
ARIG-IMG-015	RELATION_CALLSITE_TARGET_PRESENTATION	relation_callsite_0x0044988D	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x0044988D resolves to 0x0043C380	The decoder-validated call is in a bounded target-presentation surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=target_presentation;category_count=3;category_digest=59f764422e2fae7f37da0f519161cfe6cd636cb177bcb6d6a94dbd7f73be3315	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x00449820	0x004498CF	0x00048C20	0x00048CCF	880614494d173809e17129c9fbc6ddbd14950d1e4380e02aa5e3a4370f802f0a	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=target_presentation;file=0x00048C8D;call_sha256=9bbd4604eda1100b804d0a98dfb7894c125cb40cda751e92cba75bf527dababc;site=0x0044988D;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	38c9f060c43f0716d67e930c467674baf32600034164d888f0f5198eeb4d3f5e	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	3be568a17768b53080f0decaec95d620387a460f0d8500ff7d458b3a848beb9a	28549a59fd2a5e27078bc05284591583b8d3edc671170d1fc547e79d510e0ccd
ARIG-IMG-016	RELATION_CALLSITE_ENEMY_TARGET_TARGET_STATE	relation_callsite_0x0044F1D3	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x0044F1D3 resolves to 0x0043C380	The decoder-validated call is in a bounded enemy-target or target-state surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=enemy_target_target_state;category_count=10;category_digest=d05aaef9d22f04636012c8d84b5502f5e2de5f1910f3914073a39cb3770859b0	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x0044F0F2	0x0044F4A7	0x0004E4F2	0x0004E8A7	53e64dee1138fdbfa683472bc86fc93a97fe8494cee056e782a0ca590567b017	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=enemy_target_target_state;file=0x0004E5D3;call_sha256=b203d09ea7df75759919c0128536fcc5e715594d9edbbb96d2ace40b4f74e8f8;site=0x0044F1D3;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	55b9e45a28eaba958da39eb8f1bcbaf0dfecdc70bb68fca9f07d771890da53fc	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	e95dd01460fcb14ea0fe8b12e30d7db03701858b2797dc5ddfc26567b34c8d68	5a166ea1a5a74b3be3a28f9df0b30668499e9350faf670c36176d784dac78f39
ARIG-IMG-017	RELATION_CALLSITE_ENEMY_TARGET_TARGET_STATE	relation_callsite_0x0044F510	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x0044F510 resolves to 0x0043C380	The decoder-validated call is in a bounded enemy-target or target-state surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=enemy_target_target_state;category_count=10;category_digest=d05aaef9d22f04636012c8d84b5502f5e2de5f1910f3914073a39cb3770859b0	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x0044F502	0x0044F55B	0x0004E902	0x0004E95B	dea391118207a9af119bc0efa9fd15f38071afdc16ba30edc8405f7a3a767817	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=enemy_target_target_state;file=0x0004E910;call_sha256=4671bb79c8b01de870d425f9c9e7e2b0672cfb8cb0c40bc44d701d5de9aa18eb;site=0x0044F510;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	04c78b816d96d044df4b398609af9b9bff0f5cb036f1979519ec87c0ea25097a	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	79f94136dffbbb6a7255df515bce22a97a4722d54985c6c9509b51ffc49fddc5	cdc7ef072a460e625c03e4964ca4bc38ea5b901d5e24dc6a6e564a1c6d36d217
ARIG-IMG-018	RELATION_CALLSITE_TALK_INTERACT	relation_callsite_0x0044F81D	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x0044F81D resolves to 0x0043C380	The decoder-validated call is in a bounded talk/interact-adjacent surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=talk_interact;category_count=4;category_digest=f52ceac16be1a10bfd89cd9ccaeae0fd559df0d0ca6e40b8bde23e353f3e13cf	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x0044F7F6	0x0044FAAA	0x0004EBF6	0x0004EEAA	051705d247b1fbaf207024cd231d02b256eccf5da86042c3a6adf3a233c901b5	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=talk_interact;file=0x0004EC1D;call_sha256=a4a93cc602e21c7da40f78cd24560608889b52b0ba5c2cfd9315b2e698f7e145;site=0x0044F81D;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	e8a712bb5a4a202f9c04b87754053edd244c61bd52442715a7a1d00c829929ef	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	b26c0b2842b5eba77479582eb64c3694569ec0b1cba35f8a663a4ecf88d92182	fc45e901cac8673d7eefa3eced9d46431cb99d5460f6112bfded5d9f9f29977e
ARIG-IMG-019	RELATION_CALLSITE_ENEMY_TARGET_TARGET_STATE	relation_callsite_0x0051E44F	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x0051E44F resolves to 0x0043C380	The decoder-validated call is in a bounded enemy-target or target-state surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=enemy_target_target_state;category_count=10;category_digest=d05aaef9d22f04636012c8d84b5502f5e2de5f1910f3914073a39cb3770859b0	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x0051E42B	0x0051E473	0x0011D82B	0x0011D873	95d52cd1caa86872658ebbcc9ef2ff3598b0d8fd5b869ee06288e13df11885c6	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=enemy_target_target_state;file=0x0011D84F;call_sha256=cd673d68eff1644498c8fe12e6676e43573d529af78c92a3c52d0e3518b7bba5;site=0x0051E44F;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	a40fbe6b54873218ffb0763c2f8d9024aed1e3b9e1b8518ba938e6685ec658fe	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	e7e9618d149aabdd5a03128b3b865e9282b75cdd868599f0ac583fe5200a5295	fa2e72608c080c61c25ac72c5fff421095eeb0e5f4acf606835dc001ffe4d59c
ARIG-IMG-020	RELATION_CALLSITE_ENEMY_TARGET_TARGET_STATE	relation_callsite_0x0051EC2F	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x0051EC2F resolves to 0x0043C380	The decoder-validated call is in a bounded enemy-target or target-state surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=enemy_target_target_state;category_count=10;category_digest=d05aaef9d22f04636012c8d84b5502f5e2de5f1910f3914073a39cb3770859b0	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x0051EC0A	0x0051EC53	0x0011E00A	0x0011E053	95ae6615a3e0fbf9deeace06fc4db254e51d84b1348b8d68688c029f82337259	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=enemy_target_target_state;file=0x0011E02F;call_sha256=226abec0b64b338b8c659fb63c4ed0666d9a8807469b4852115cfc036c8738c1;site=0x0051EC2F;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	99dc69fcb337fcd927c82367ffc2377d20ef74155f84916c840af5cc35e79f73	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	8b2fe8eab33699857680e223d3b3e3dadf31dccba259699846480ee704f4399d	ffacbf2b7e2a4a49a21f734092ae21961eba7802df7ca8cf393c47a278ad01ae
