delta_key	base_row_ref	base_message	base_direction	base_order	base_tag	base_field_offset	base_file_off_claim	delta_action	effective_direction	effective_kind	semantic_role	semantic_status	target_identity	callsite_va	file_offset	span_start	span_end	span_sha256	evidence_key	source	blocker	required_next_evidence	image_sha256
0d91e427b01a003f9c6bbe642ffd2c4db0347bda8699cacac01b9412ca2f17c3	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|R|15|0x0006336E	UpdateAttrVital	R	15	CALL_UNCLASSIFIED:0x0089A1D0	UNKNOWN(direct_call_not_proven_serializer)	0x0006336E	RECLASSIFY	R	STREAM_CURSOR_ADVANCE	skip declared payload length when type ID is unknown	PROVEN_EXACT	0x0089A1D0	0x00463F6E	0x0006336E	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	ea71d7e935b0e9a2a5e2221ad9f49f1087c8384284eb414cd0f210aa4f768e13	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
e70853f00f7159b0634ee80bec2df74eb374546933e0c8d4ac40992826beec53	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|R|16|0x0006337E	UpdateAttrVital	R	16	CALL_UNCLASSIFIED:INDIRECT(DEREF(DEREF(RET(0x005E2E00))+0x34))	UNKNOWN(indirect_call_not_proven_serializer_slot)	0x0006337E	RECLASSIFY	R	DYNAMIC_SUBSERIALIZER	deserialize nested Attr payload selected by entry type	PARTIAL	factory result vtable+0x34	0x00463F7E	0x0006337E	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	4b4259314c9d7ebb25b91ec6b2b44ef8f70e73af780c5f125104c7d93fb36fa7	IMAGE	runtime type ID selects concrete Attr subclass	map UpdateAttr type ID to concrete class/vtable and serializer slot +0x34; validate each payload schema against CAPTURE as a separate evidence layer	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
81ef3b863d00f033b0ad50ba5ffb8eaecf269f95924c50f36d2a43b2afd27385	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|R|17|0x00063383	UpdateAttrVital	R	17	CALL_UNCLASSIFIED:0x00463930	UNKNOWN(direct_call_not_proven_serializer)	0x00063383	RECLASSIFY	R	CONTAINER_INSERT	insert created Attr object into owning container	NOT_WIRE	0x00463930	0x00463F83	0x00063383	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	11e551ae27e1af60598c8d48ab4f0e6b058dc6398423a164cf6701f92de7ea2f	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
168993c582a3ae7bad24f0b2fe3312518e0c0d12002f43757e1f2e425821d3e6	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|3|0x0006323C	UpdateAttrVital	W	3	PE_IMPORT_INVALID_PARAMETER_NOINFO_SINGLETON_REGISTER_CALL	UNKNOWN(invalid_parameter_singleton_register_call_wire_effect_unproved)	0x0006323C	RECLASSIFY	W	CRT_GUARD	invalid_parameter guard	NOT_WIRE	none	0x00463E3C	0x0006323C	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	57a9c2320f025d902215f596be5df093abbb37efdb15778c311016314e2cd565	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
52e42f1e190c500ff01e76a70ee2fec07bd30d5d7e81111b7a82e13e6010256d	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|4|0x00063258	UpdateAttrVital	W	4	PE_IMPORT_INVALID_PARAMETER_NOINFO_MULTI_REGISTER_CALL	UNKNOWN(invalid_parameter_multi_register_call_wire_effect_unproved)	0x00063258	RECLASSIFY	W	CRT_GUARD	invalid_parameter guard	NOT_WIRE	none	0x00463E58	0x00063258	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	e6b582d302b40ec6d09a0f2e3675a023df1f163320f4f68d6685694cfefffcec	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
a6c170896fa95c3e3a7c28c919eb618aa18c868bc4ff69f7553be7434fe85dc7	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|5|0x00063261	UpdateAttrVital	W	5	PE_IMPORT_INVALID_PARAMETER_NOINFO_MULTI_REGISTER_CALL	UNKNOWN(invalid_parameter_multi_register_call_wire_effect_unproved)	0x00063261	RECLASSIFY	W	CRT_GUARD	invalid_parameter guard	NOT_WIRE	none	0x00463E61	0x00063261	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	da671d2229f2454d33bbef5ed2199378831cebbbead09ef13363ed8143739136	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
8aa136a46f4269a22b367b24f8ef2c4e898cc645bda127b0fdef0243d44883de	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|8|0x00063298	UpdateAttrVital	W	8	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	UNKNOWN(invalid_parameter_import_call_wire_effect_unproved)	0x00063298	RECLASSIFY	W	CRT_GUARD	invalid_parameter guard	NOT_WIRE	none	0x00463E98	0x00063298	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	a34ec167e281004adfdb5c484a7ebebe308e683745abe3608ca2b17deebbb454	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
017861127c704e41c88cef4d0c902ef4fe87d77602c992a0e051f23d78954026	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|9|0x000632A3	UpdateAttrVital	W	9	PE_IMPORT_INVALID_PARAMETER_NOINFO_CALL	UNKNOWN(invalid_parameter_import_call_wire_effect_unproved)	0x000632A3	RECLASSIFY	W	CRT_GUARD	invalid_parameter guard	NOT_WIRE	none	0x00463EA3	0x000632A3	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	5164f28d0b8e07b71aa8a2876d5dde3ed4e058a5d5ce6816f268cb7d0e01e92b	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
1ffb1b1fc4148f3720b991584267deb10d1f62623ae3a2cfa26fdbeed0057d50	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|10|0x000632B7	UpdateAttrVital	W	10	CALL_UNCLASSIFIED:INDIRECT(DEREF(DEREF(DEREF(PHI(DEREF(DEREF(OBJ+0x28))|DEREF(STACK+0x20))+0x10))+0x34))	UNKNOWN(indirect_call_not_proven_serializer_slot)	0x000632B7	RECLASSIFY	W	DYNAMIC_SUBSERIALIZER	serialize nested Attr payload selected by entry type	PARTIAL	node+0x10 vtable+0x34	0x00463EB7	0x000632B7	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	ec42add2a1df3302e8a0c910f890fffa1cc60c1f77064e12d945e47d63cd1f2b	IMAGE	runtime type ID selects concrete Attr subclass	map UpdateAttr type ID to concrete class/vtable and serializer slot +0x34; validate each payload schema against CAPTURE as a separate evidence layer	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
9035573d90ed842e7444dfa9b05e1f2acc35d4e950a88588ab72484c4d8959bf	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|11|0x000632D5	UpdateAttrVital	W	11	CALL_UNCLASSIFIED:0x0089A460	UNKNOWN(direct_call_not_proven_serializer)	0x000632D5	RECLASSIFY	W	STREAM_BACKPATCH	patch encoded payload length into reserved length field	PROVEN_EXACT	0x0089A460	0x00463ED5	0x000632D5	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	6e2187694e7b2b3864c2a5e09abc3d5e6850b368dc7e6693d5fd212b96076b10	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
aebccd7ad7f5f36a0e76e250eeae4be1c1f684b2d403f635c5bed4e1806d43b3	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|12|0x000632DE	UpdateAttrVital	W	12	MUTATING_CHAIN_PLUS_04_HELPER	UNKNOWN(mutable_chain_target_object_alias_unproved)	0x000632DE	RECLASSIFY	W	CONTAINER_ITERATION	advance ordered-container iterator	NOT_WIRE	0x00B0BF70	0x00463EDE	0x000632DE	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	d970c89180ea059c81da23c4b8adfa2445146f1f5b119e9baeae7e17fe7390e4	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
fd51f398c1e2e450f6f35703bbc623bb4b7e34352b0110e463fe0146d765b08b	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|13|0x00063355	UpdateAttrVital	W	13	CALL_UNCLASSIFIED:0x00463CF0	UNKNOWN(direct_call_not_proven_serializer)	0x00063355	REMOVE_WRONG_DIRECTION	R	DIRECTION_CORRECTION	R-only lazy singleton accessor	PROVEN_EXACT	0x00463CF0	0x00463F55	0x00063355	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	4cb809cf13de28475350e74d4f1e56902195a394d5eab77dc96c5b590ef6cd52	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
9e28d3f9f68af7793dc6edde7e4bece57acfb626a6a5410b7e10ac311f4a5b2e	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|14|0x0006335C	UpdateAttrVital	W	14	CALL_UNCLASSIFIED:0x005E2E00	UNKNOWN(direct_call_not_proven_serializer)	0x0006335C	REMOVE_WRONG_DIRECTION	R	DIRECTION_CORRECTION	R-only type lookup and Attr instance creation	PROVEN_EXACT	0x005E2E00	0x00463F5C	0x0006335C	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	0295262abcb47945ac5aa4c27574d4a3c675a593056386380dab2c07d8793d75	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
29b28560487e0042d6f7d8ddc2e2930423858faaf0be3f2350d0d41ce4182e0c	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|15|0x0006336E	UpdateAttrVital	W	15	CALL_UNCLASSIFIED:0x0089A1D0	UNKNOWN(direct_call_not_proven_serializer)	0x0006336E	REMOVE_WRONG_DIRECTION	R	DIRECTION_CORRECTION	R-only stream cursor advance	PROVEN_EXACT	0x0089A1D0	0x00463F6E	0x0006336E	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	be30f15089572661efec72ab5c139d0c94022ce85d6172a85ec167df249712a1	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
99f77e5326aaf7e222ec0d96b52985f97fc67bf22e40ca5cf8c4d5a972ab8306	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|16|0x0006337E	UpdateAttrVital	W	16	CALL_UNCLASSIFIED:INDIRECT(DEREF(DEREF(RET(0x005E2E00))+0x34))	UNKNOWN(indirect_call_not_proven_serializer_slot)	0x0006337E	REMOVE_WRONG_DIRECTION	R	DIRECTION_CORRECTION	R-only nested Attr serializer dispatch	PROVEN_EXACT	factory result vtable+0x34	0x00463F7E	0x0006337E	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	f57f17f734119877a255012eea6a4f4037f1bf56cd457e3a1fb003ac7877ea70	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
9eb88e115afe7d253963704a4e0c68f7ee26eb2fb15c2ff6642811162092773e	PF_SERIALIZER_FIELDS.tsv|UpdateAttrVital|W|17|0x00063383	UpdateAttrVital	W	17	CALL_UNCLASSIFIED:0x00463930	UNKNOWN(direct_call_not_proven_serializer)	0x00063383	REMOVE_WRONG_DIRECTION	R	DIRECTION_CORRECTION	R-only container insert	PROVEN_EXACT	0x00463930	0x00463F83	0x00063383	0x00463DE0	0x00463FA2	888c2fac20948b7896ed105f46b84e94d01c9442f6535df9be36e6baa2335fc3	38251008eace4ac69447fe6f7f445dcc59a184dada8ec3b13c8c1584c96ec74c	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
