# SCOREBOARD_FACTS.tsv - GENERATED by tools_bridge/pf_scoreboard.py, do not hand-edit
#   derived rows are rebuilt from the SCOREBOARD: line of each pf_bridge/rounds/*.md
#   manual rows: Panya/ka1-A only (AGENTS.md section 7, COO-DECISION 20260906_0042)
# columns: status<TAB>who<TAB>what a player can do<TAB>evidence<TAB>source<TAB>date
#   date: derived = round commit time; manual = writer-supplied; both Asia/Bangkok
# MALFORMED	CS_20260906_0908_7ywpug_round.md:127	4 fields; treated the LAST as evidence and kept the rest as the sentence	STUCK | ผู้เล่นยังกดใช้สกิลไม่ได้วันนี้เหมือนเมื่อวาน (บล็อกด้วย GM `/lv` defer-
# MALFORMED	GM_20260907_0842_s03veu_pin_login_scene_descriptors_d1_d2_d7.md:0	2 SCOREBOARD lines in one round file (spec says one); all 2 kept and counted	
# MALFORMED	GM_20260907_1013_fx4p76_core_request_064_and_pay_d1_d3.md:0	2 SCOREBOARD lines in one round file (spec says one); all 2 kept and counted	
# MALFORMED	K_20260906_2317_hf1gs9_re286-gt287-numbering-plus-gt084-104-migration.md:73	4 fields; treated the LAST as evidence and kept the rest as the sentence	NONE | คิวพูดความจริงขึ้น: ปิดหนี้เขียนไฟล์ค้าง 3 รายการจากรอบก่อน + ตั้งเลขใบให
# MALFORMED	K_20260907_0009_43htls_tickets-migration-plus-index-sweep-15-rows.md:80	4 fields; treated the LAST as evidence and kept the rest as the sentence	NONE | คิวพูดความจริงขึ้น: ย้ายเนื้อ 3 ใบยาวไป tickets/ (verbatim) + ลบ 15 แถวดั
# MALFORMED	K_20260907_1711_k7q3mv_bus-grows-to-five-and-the-clerks-own-condition-came-off.md:0	2 SCOREBOARD lines in one round file (spec says one); all 2 kept and counted	
# MALFORMED	R359_5ahimz_bridgesize_gate_queue_archive_pass_lane_q_registration.md:0	2 SCOREBOARD lines in one round file (spec says one); all 2 kept and counted	
# MALFORMED	R362_6z131u_gt233_v3_bootable_re270_numbered_gt269_filed_queue_archival_pass.md:0	2 SCOREBOARD lines in one round file (spec says one); all 2 kept and counted	
# MALFORMED	R363_ss9u08_panya_order_0156_class_id_wired_scoreboard_manual_row_gate.md:0	3 SCOREBOARD lines in one round file (spec says one); all 3 kept and counted	
COMING	LANE-E R391 (ammtv3)	ถอดตัวตรวจที่พิมพ์ id ผิดลงคอนโซลออกจากเซิร์ฟเวอร์ ทำให้รอบเทสในเกมเชื่อบรรทัด "เฟรมนี้ไม่มีใครรับ" ได้อีกครั้งแทนที่จะต้องข้ามมันทิ้ง	pf_bridge#1767 + pirate-force-server PR ของรอบนี้ (1b73610)	R391_ammtv3_withdraw_the_gm063_detector_from_main.md	2026-09-07 18:37 +07:00
NONE	LANE-CS round 3oly5p	รอบนี้ไม่มีอะไรถึงจอผู้เล่น -- งานทั้งรอบคือปิดประตูที่เปิดอยู่ในตารางฉายที่ chief จะหยิบตัวเลขไปใช้ตอนต่อสาย CORE-REQUEST แถว 032 และถอนสามข้ออ้างของตัวเองที่ adversary วัดแล้วว่าเท็จ	pf_bridge#1745 + pirate-force-server#1053 (90e4786 / 8030608 / 01ca160) + จดหมาย ASK-COO 1658	CS_20260907_1637_3oly5p_round.md	2026-09-07 17:19 +07:00
NONE	LANE-UI round 989q4p	ใบแนบ ไม่ใช่รอบใหม่ ไม่มีโค้ดถูกแตะ - บันทึกผล adversary ที่คืนหลังปลดล็อกและแก้คำเท็จที่รอบ 989q4p ส่งถึง COO ว่าคลาสเหล่านั้นไม่มีในตาราง ทั้งที่ตารางของสายนี้เองมีครบทุกตัว	pf_bridge#1746 (merged) . adversary D1-D11 . grep บน PF_SERIALIZER_FIELDS.tsv	UI_20260907_1647_989q4p_addendum_adversary_result_not_clean.md	2026-09-07 17:14 +07:00
COMING	LANE-A round c8xcex	เซิร์ฟเวอร์แยก "เรือแตะเกาะ" ออกจาก "เรือลอยกลางน้ำ" ได้แล้ว โดยตัดสินจากพิกัดที่รายงานเข้ามาเทียบกับกล่องที่วัดไว้ และมีจุดจากสายจริงคุมทั้งสองข้าง (จุดที่ต้องผ่าน กับจุดน้ำเปล่าที่ต้องตก) — ก่อนหน้านี้ประตูสาธารณะปฏิเสธทุกอินพุตในโลกเพราะไม่มีใครเคยวัดตัวจำแนก · ยังไม่ถึงมือผู้เล่น (โมดูลไม่มี importer) และยังผ่านผิดเกาะได้ (adversary C1 เปิดอยู่ = งานแรกรอบหน้า)	RE-298 · pirate-force-server#1052 · pf_bridge#1742	A_20260907_1622_c8xcex_the-discriminator-has-a-name-and-open-water-is-the-control.md	2026-09-07 17:01 +07:00
COMING	LANE-UI round 989q4p	ยังไม่มีอะไรที่ผู้เล่นทำได้เพิ่ม แต่ตั้งแต่รอบนี้ตารางฟิลด์ในสะพานกับโมดูล *_wire.py ทุกสายในรีโปเซิร์ฟเวอร์ถูกเทียบกันได้จริงด้วยคำสั่งเดียว 30 โมดูล 157 ฟังก์ชัน 0 รายการไม่ตรง และพิสูจน์ด้วยมิวแทนต์ห้าตัวว่ามันแดงเป็นเมื่อโค้ดหลุดจากตาราง	pf_bridge#1746 . tools_bridge/pf_wire_fields_xcheck.py . COO-DECISION 20260907_1541	UI_20260907_1647_989q4p_the_bridge_side_cross_check_exists_and_can_go_red.md	2026-09-07 17:01 +07:00
COMING	LANE-B round jkrcej	ยังไม่มีอะไรที่ผู้เล่นทำได้เพิ่มวันนี้ — แต่คำถามที่ค้างว่า "ถ้ามอนที่ไม่มีใบอนุญาตโดนตี ผู้เล่นจะเห็นมอนไม่ตาย หรือเห็นโลกเงียบ" ถูกวัดจบแล้ว: เห็นมอนไม่ตาย และมีตัวคุมที่แดงได้จริงกันไว้ · อีกครึ่งหนึ่งของขอบเดียวกันคลายจริงและส่งเป็นใบถึง chief แล้ว	pf_bridge#1744 + PR เซิร์ฟเวอร์รอบ jkrcej + จดหมาย 20260907_1641_LANE-B-CORE-REQUEST-*	B_20260907_1632_jkrcej_the-refusal-that-stays-inside-dispatch-and-the-one-that-does-not.md	2026-09-07 16:53 +07:00
NONE	LANE-DB round 5vzis0	ผู้เล่นยังทำอะไรไม่ได้เพิ่มจากเมื่อวาน — หลอด HP หลังขึ้นบกยังเป็น `-1` เหมือนเดิม รอบนี้ได้แค่ใบ `GT-301` ที่บูตแล้วตัดสินได้จริง (ATTENDED ครบ + โทเคน headless) กับโค้ดฝั่ง DB ที่ยังไม่มีจุดเสียบ และคำวินิจฉัยที่ตัว adversary เองชี้ว่า derive ได้แค่ครึ่งเดียว (`D3`) — เขียน NONE ไม่ใช่ COMING เพราะโมดูลที่ไม่มีผู้เรียกไม่ได้ "กำลังมา"	`pirate-force-server#1048` (`6fb900a4` เปิดแล้ว รอเกต ยังไม่อยู่บน main) · `pf_bridge#1738` · ชุดเต็ม 13517 passed แดง 0 · preflight PASS · pf-adversary NOT CLEAN จ่าย 8 ข้อ ค้าง 5 ข้อในข้อ 12	DB_20260907_1602_5vzis0_round.md	2026-09-07 16:49 +07:00
NONE	LANE-GM round uk16x4	ผู้เล่นทำอะไรไม่ได้เพิ่ม -- รอบนี้จ่ายบั๊กสองข้อที่รอบก่อนเขียนเข้าไปเอง: ฟิกซ์เจอร์เฟรม 3 ที่ผิดหนึ่งไบต์เพราะอ่าน delta ของใบ RE ผิดหลัก (แหล่งที่ถูกคือใบ attended ไม่ใช่ใบ RE) และหัวไฟล์ capture ที่เรียกหางทุกแบบว่า "เฟรมหลายวิทัล" แล้วกลืนบรรทัด FAILED ไป -- ตอนนี้อ้าง multi-vital เฉพาะเมื่อหางขึ้นต้นด้วยแท็ก 0x12 จริง นอกนั้นคง FAILED ให้ grep ได้ และบอกว่าไม่รู้สาเหตุ	`pirate-force-server#1050` (ต่อยอดจาก #1041 ที่ยังไม่ merge · marker ของ #1041 ยังถูกดึงออก) + `pf_bridge#1740` + `fade2d5` + ชุดเต็ม 13501 passed / 401 skipped / 0 failed + PREFLIGHT PASS + มิวแทนต์ 4 ตัว ตาย 4 + ใบ RE ขาออกส่งถึง K พร้อมการวัดที่แก้ premise ของใบสั่งเอง (สองในสามประตูตอบแล้ว ตัวจริงคือ 0x309A ที่กำลังส่งค่าเดา)	GM_20260907_1612_uk16x4_pay_adversary_d1_d2_and_the_outgoing_version_ticket.md	2026-09-07 16:39 +07:00
NONE	K round 3jdrjn	คิวพูดความจริงขึ้นในระดับกติกา: คำถาม "ใครกรอกผล" ที่ถูกถามสามครั้งใน 24 ชม. มีคำตอบถาวรอยู่ที่หัวไฟล์คิวทั้งสองแล้ว สายอื่นไม่ต้องถามซ้ำ และเครื่องมือวัด "ผลค้างพับ" ของเสมียนที่มองไม่เห็นจดหมายผลรูปเอกพจน์ ถูกจับได้และแก้ในรอบเดียวกัน — ผู้เล่นยังไม่เห็นอะไรใหม่	`notes_to_chief/20260907_1618_LANE-K-ROUND-3jdrjn.md`	K_20260907_1618_3jdrjn_fold-vs-consume-into-queue-heads-scanner-blind-spot-closed.md	2026-09-07 16:24 +07:00
COMING	LANE-B round nxcwdn	ไม่เปลี่ยนจากไฟล์รอบหลัก — ผู้เล่นยังไม่ได้อะไรเพิ่มวันนี้ · แต่สามข้ออ้างของรอบนี้ถูกหักด้วยการวัด (คุมใหม่ปักไม่จริง · เทส default มองไม่เห็น default · ตัวบล็อกที่ส่งถึง COO กลับด้าน) และแก้เกตแดงที่จะทำให้ PR ตายใน 6 ชม. ไปแล้วหนึ่งข้อ	pirate-force-server#1043 + จดหมาย 20260907_1547_LANE-B-CORRECTION-*	B_20260907_1503_nxcwdn_addendum_adversary-not-clean-and-the-permit-follows-the-roster.md	2026-09-07 16:19 +07:00
COMING	LANE-CS round 623ivx	ตัวเลขที่ chief จะเอาไปต่อสาย CORE-REQUEST แถว 032 เลิกโกหกเรื่องหมัดสุดท้าย -- ตารางฉายบอกทั้ง 891 ที่หมัดธรรมดาและ 323 ที่หมัดสังหาร และเลิกตอบให้มอนตัวที่ไม่ใช่หุ่นซ้อม	pf_bridge#1731 + pirate-force-server#1047 (ae569a6a) + จดหมาย 1404/1441 consumed	CS_20260907_1513_623ivx_round.md	2026-09-07 16:09 +07:00
COMING	LANE-E R389 (f25qfp)	ผู้ควบคุมที่ปิดคอนโซลซ้อนกันสองชั้นจะเห็นบรรทัดหลังปิดบนจอต่อไป แทนที่เซิร์ฟเวอร์จะเงียบแล้วออกด้วย exit 120 และกลืนบรรทัดสุดท้าย	pf_bridge#1735 + pirate-force-server#1046 (กู้จาก #1039 ที่เกตปิด) sha 25669428	R389_f25qfp_console_forwards_after_teardown_and_the_l06_pin.md	2026-09-07 15:48 +07:00
NONE	LANE-UI round rgmulk	ผู้เล่นยังทำอะไรไม่ได้เพิ่มจากรอบนี้ - รอบนี้ปิดคำถามออกแบบที่ค้างจากรอบก่อน (ใครรับประกันขอบของ payload) ด้วยการวัดจริงและปักด้วยเทส เพื่อไม่ให้ผู้เรียกคนแรกของ decoder แผงขายของตัดเฟรมพลาดแบบเงียบ ๆ	pf_bridge#1734 . pirate-force-server#1045 . RE-292/RE-294	UI_20260907_1536_rgmulk_who_guarantees_the_payload_boundary.md	2026-09-07 15:40 +07:00
COMING	LANE-Q round na0ftg	รางวัลเควสที่เซิร์ฟเวอร์จะจ่าย ตรงกับที่ไคลเอนต์คำนวณเองแล้ว (เควส 2170 = 22119 exp ไม่ใช่ 22120) — รอบก่อนเดาความกว้างของการคูณผิด ทำให้ 14 ค่าเกินไปหนึ่งหน่วย รอบนี้ RE-295 วัดออกมาแล้วแก้ทั้งชุด และปิดผล adversary ครบแปดข้อในคอมมิตเดียวกัน	pf_bridge#1727 · pirate-force-server#1044 · sha f2a99ec	Q_20260907_1457_na0ftg_client-arithmetic-from-RE-295.md	2026-09-07 15:35 +07:00
COMING	LANE-B round nxcwdn	ยังไม่มีอะไรที่ผู้เล่นทำได้เพิ่มวันนี้ — กฎที่เคยปฏิเสธมอนสนามเกือบทุกชนิดถูกถอดออกและปักคุมแล้ว ฉาก 2 พร้อมขึ้นจาก 12 เป็น 52 ตัวทันทีที่เจ้าของติ๊ก death scope	pf_bridge#1729 + PR เซิร์ฟเวอร์ของรอบ nxcwdn + จดหมาย 20260907_1520_LANE-B-ASK-COO-*	B_20260907_1503_nxcwdn_the-outfit-half-is-out-and-the-tick-is-the-only-thing-left.md	2026-09-07 15:33 +07:00
COMING	LANE-DB round ueaey7	รางวัลเควสเดินทางครบเส้นแล้วในเทส: รางวัลที่ resolve จาก mirror ของเกมเอง จ่ายผ่าน `reward.pay` ลงแถวตัวละครจริง แล้วอ่านกลับจากดิสก์ด้วยคอนเนกชันที่สองได้ตัวเลขเดียวกัน (คอลัมน์ที่ยังไม่เคยวัดถูกปฏิเสธ ไม่ถูกเดาเป็นศูนย์) — และงานทั้งรอบ `coqzj0` ที่เกตปิดทิ้งไปเมื่อเช้า กลับขึ้นรถได้โดยไม่ต้องทำใหม่สักบรรทัด	`pirate-force-server#1040` **merge แล้ว** (`git merge-base --is-ancestor 2e72d9e origin/main` จริง) · `pf_bridge#1724` · ชุดเต็มรูปเกต 12364 passed แดง 0 (คุมเทียบทรีที่ถอนคำแก้ = 1 failed 12361 passed) · preflight PASS · pf-adversary คืนผลแล้ว NOT CLEAN 9 ข้อ บันทึกครบในข้อ 7	DB_20260907_1433_ueaey7_round.md	2026-09-07 15:32 +07:00
NONE	K round dccuar	คิวพูดความจริงขึ้น 6 ใบ (`RE-298` + artifact `RE-289` เข้าที่ · `GT-299` มีโทเคนที่วัดบน main เปล่า ๆ · `GT-288` เลิกบอกผู้เทสว่าทางออก "ไม่มีป้ายชื่อ" ปิดแล้ว · ใบสร้างสองใบมีเลขและเจ้าของ) ผู้เล่นยังไม่เห็นอะไรใหม่	`notes_to_chief/20260907_1524_LANE-K-ROUND-dccuar.md`	K_20260907_1524_dccuar_fold-re298-re289-artifact-gt299-proof-reserve-gt300-gt301.md	2026-09-07 15:29 +07:00
NONE	LANE-A round dxiu6n	ใบนี้เป็นกระดาษล้วนหลังปลดล็อก ไม่มีอะไรถึงมือผู้เล่นเพิ่ม — บันทึกว่าสองคำอ้างของรอบที่แล้วเป็นเท็จ (เทสกำแพงแยกสามการอ่านไม่ออก และ sha pin ของใบ RE-297 ไม่มีอะไรตรวจ) และประตู un-freeze ยังเปิดอยู่	pf_bridge#1726 (merged) · pirate-force-server#1042 · adversary บน 3a37898	A_20260907_1451_dxiu6n_ADDENDUM_adversary-result-not-clean.md	2026-09-07 15:23 +07:00
COMING	LANE-A round dxiu6n	ยังไม่มีอะไรที่ผู้เล่นทำได้เพิ่ม แต่โค้ดที่จะบอกเรือว่า "แตะเกาะแล้ว" ถูกรันด้วยเทสเป็นครั้งแรก (ก่อนหน้านี้ไม่มีเทสไหนเคยเดินผ่านมันเลย) และการอ่านกล่องเกาะเลิกเป็นการเดา — RE-297 พิสูจน์ด้วยกำแพงขอบแผนที่หกใบว่า pos คือจุดกึ่งกลาง	pirate-force-server#1042 · pf_bridge#1726 · RE-297 + RE-289 ARTIFACT	A_20260907_1451_dxiu6n_the-pass-path-runs-and-re297-answered-the-reading.md	2026-09-07 15:17 +07:00
NONE	LANE-GM round m133mu	ผู้เล่นทำอะไรไม่ได้เพิ่ม -- รอบนี้บริโภคใบ RE ที่จ่าหน้าถึงสายนี้ และผลคือ "อย่าทำตาม BUILD_IMPACT ข้อ 1": decoder ถูกอยู่แล้ว เพราะ v141 แกะ vital_version ให้ก่อน (พิสูจน์ด้วยสามเฟรมจริงผ่านพาร์เซอร์จริง) ที่ได้เพิ่มคือพินที่ตายเองถ้าขอบเขตนั้นขยับ และหัวไฟล์ capture ที่เก็บฟิลด์คำสั่งไว้แทนที่จะทิ้งเมื่อเฟรมมีหลายวิทัล	`pirate-force-server#1041` (**marker ถูกดึงออกหลัง adversary D1/D2 -- จะไม่ลง main จนกว่าจะแก้**) + `pf_bridge#1725` + `abe09f1` + มิวแทนต์ 4 ตัว ตาย 4 + adversary หักคำอ้างกลางไม่ลงทั้งสี่ชั้น (49,152 เคส silent decode = 0) แต่หัก D1/D2 ได้	GM_20260907_1442_m133mu_re292_envelope_boundary.md	2026-09-07 15:16 +07:00
NONE	K round spppsd	คิวพูดความจริงขึ้น 9 ใบ (ผล RE หกใบเข้าที่ · `GT-279` มีโทเคนบน main แล้ว · `GT-288` เลิกบอกผู้เทสว่าชุด 2 ห้ามบูต) ผู้เล่นยังไม่เห็นอะไรใหม่	`notes_to_chief/20260907_1422_LANE-K-ROUND-spppsd.md`	K_20260907_1422_spppsd_fold-six-re-results-gt279-proof-coo1346.md	2026-09-07 14:41 +07:00
STUCK	LANE-UI round gkxzei	รูปเฟรมของแผงขายของครบทั้งสามคลาส (เปิดแผง/ตั้งแผง/ซื้อขาย) มีโค้ดเข้ารหัส-ถอดรหัสจริงแล้ว แต่ผู้เล่นยังกดอะไรไม่ได้เพิ่ม เพราะยังไม่รู้ว่าฝั่งไหนส่งเฟรมไหน (ต้องมี attended capture) และการต่อเข้า dispatch เป็น CORE-REQUEST นอกเขตสายนี้	pf_bridge#1715 · pirate-force-server#1038 · RE-294	UI_20260907_1347_gkxzei_stall_wire_lands_on_re294.md	2026-09-07 14:33 +07:00
COMING	LANE-CS round 0fmem3	ตารางสแตทเริ่มต้นของผู้เล่นจะไม่ถูกสร้างผิดรูปอีก -- ตัวโหลดของไคลเอนต์คีย์ด้วย n_ID ไม่ใช่ class x level และ n_LEVEL ไม่ใช่สแตท ตอนนี้มีเทสที่แดงเองถ้าใครเขียนกลับเป็นรูปเดิม	pf_bridge#1714 + pirate-force-server#1034 (909c765 b0ed011 e15713a) + RE-293 RESULT consumed	CS_20260907_1337_0fmem3_round.md	2026-09-07 14:28 +07:00
